,Commune_Code_INSEE,Number_of_Taxpayers,Average_Assets_in_Euro,Average_Tax_in_Euro,Source_File,Year,total_tax_per_city,total_tax_per_city_lag1,mean,median,min,max,mean_distance_to_10_nearest,to_be_predicted,predicted,Prophet
86,06155,164.0,2119382.0,8364.0,ificom-2020.xlsx,2020,1371696.0,1328544.0,1328544.0,1328544.0,1328544.0,1328544.0,11.515212217070212,False,False,
87,06155,157.0,2262527.0,8849.0,ificom-2021.xlsx,2021,1389293.0,1371696.0,1350120.0,1350120.0,1328544.0,1371696.0,11.515212217070212,False,False,
88,06155,161.0,2228119.0,9454.0,ificom-2022.xlsx,2022,1522094.0,1389293.0,1363177.6666666667,1371696.0,1328544.0,1389293.0,11.515212217070212,False,False,
89,06155,,,,,2023,1514105.5,1522094.0,1402906.75,1380494.5,1328544.0,1522094.0,,False,True,
90,06155,,,,,2024,1511507.5,1514105.5,1425146.5,1389293.0,1328544.0,1522094.0,,False,True,
91,06155,,,,,2025,1500815.75,1511507.5,1439540.0,1450400.25,1328544.0,1522094.0,,False,True,
92,06155,,,,,2026,1508389.375,1500815.75,1448293.6785714286,1500815.75,1328544.0,1522094.0,,False,True,
1455,06155,,,,,2027,1500815.75,1508389.375,1455805.640625,1504602.5625,1328544.0,1522094.0,,False,True,
93,10387,52.0,2536332.0,12912.0,ificom-2021.xlsx,2021,671424.0,,,,,,124.12298543163536,False,False,
94,10387,54.0,2521151.0,13016.0,ificom-2022.xlsx,2022,702864.0,671424.0,671424.0,671424.0,671424.0,671424.0,124.12298543163536,False,False,
95,10387,,,,,2023,788581.125,702864.0,687144.0,687144.0,671424.0,702864.0,,False,True,
96,10387,,,,,2024,866070.1875,788581.125,720956.375,702864.0,671424.0,788581.125,,False,True,
97,10387,,,,,2025,926937.125,866070.1875,757234.828125,745722.5625,671424.0,866070.1875,,False,True,
98,10387,,,,,2026,981790.4375,926937.125,791175.2875,788581.125,671424.0,926937.125,,False,True,
1456,10387,,,,,2027,998826.25,981790.4375,822944.4791666666,827325.65625,671424.0,981790.4375,,False,True,
99,11262,52.0,2002954.0,7671.0,ificom-2020.xlsx,2020,398892.0,,,,,,86.85263806303057,False,False,
100,11262,61.0,2038151.0,8112.0,ificom-2021.xlsx,2021,494832.0,398892.0,398892.0,398892.0,398892.0,398892.0,86.85263806303057,False,False,
101,11262,67.0,2057986.0,8138.0,ificom-2022.xlsx,2022,545246.0,494832.0,446862.0,446862.0,398892.0,494832.0,86.85263806303057,False,False,
102,11262,,,,,2023,619809.9375,545246.0,479656.6666666667,494832.0,398892.0,545246.0,,False,True,
103,11262,,,,,2024,645518.5625,619809.9375,514694.984375,520039.0,398892.0,619809.9375,,False,True,
104,11262,,,,,2025,660592.75,645518.5625,540859.7,545246.0,398892.0,645518.5625,,False,True,
105,11262,,,,,2026,687732.125,660592.75,560815.2083333334,582527.96875,398892.0,660592.75,,False,True,
1457,11262,,,,,2027,693828.125,687732.125,578946.1964285715,619809.9375,398892.0,687732.125,,False,True,
106,13001,895.0,2285318.0,9664.0,ificom-2020.xlsx,2020,8649280.0,,,,,,49.588435774667666,False,False,
107,13001,941.0,2238380.0,9219.0,ificom-2021.xlsx,2021,8675079.0,8649280.0,8649280.0,8649280.0,8649280.0,8649280.0,49.588435774667666,False,False,
108,13001,982.0,2318581.0,9540.0,ificom-2022.xlsx,2022,9368280.0,8675079.0,8662179.5,8662179.5,8649280.0,8675079.0,49.588435774667666,False,False,
109,13001,,,,,2023,10272285.013142517,9368280.0,8897546.333333334,8675079.0,8649280.0,9368280.0,,False,True,True
110,13001,,,,,2024,10745349.625493493,10272285.013142517,8011512.0,8662179.5,5353409.0,9368280.0,,False,True,True
111,13001,,,,,2025,11211739.493213285,10745349.625493493,7479891.4,8649280.0,5353409.0,9368280.0,,False,True,True
112,13001,,,,,2026,11752251.232434083,11211739.493213285,7125477.666666667,7001344.5,5353409.0,9368280.0,,False,True,True
1458,13001,,,,,2027,12258256.40521444,11752251.232434083,6872325.0,5353409.0,5353409.0,9368280.0,,False,True,True
113,13002,51.0,2181350.0,10338.0,ificom-2022.xlsx,2022,527238.0,,,,,,43.29392260382089,False,False,
114,13002,,,,,2023,593367.3125,527238.0,527238.0,527238.0,527238.0,527238.0,,False,True,
115,13002,,,,,2024,660240.1875,593367.3125,560302.65625,560302.65625,527238.0,593367.3125,,False,True,
116,13002,,,,,2025,700998.875,660240.1875,593615.1666666666,593367.3125,527238.0,660240.1875,,False,True,
117,13002,,,,,2026,740509.9375,700998.875,620461.09375,626803.75,527238.0,700998.875,,False,True,
1459,13002,,,,,2027,751598.125,740509.9375,644470.8625,660240.1875,527238.0,740509.9375,,False,True,
118,13004,73.0,1932999.0,6861.0,ificom-2020.xlsx,2020,500853.0,,,,,,60.5596791923395,False,False,
119,13004,77.0,1951809.0,6855.0,ificom-2021.xlsx,2021,527835.0,500853.0,500853.0,500853.0,500853.0,500853.0,60.5596791923395,False,False,
120,13004,81.0,1975904.0,6898.0,ificom-2022.xlsx,2022,558738.0,527835.0,514344.0,514344.0,500853.0,527835.0,60.5596791923395,False,False,
121,13004,,,,,2023,644743.9375,558738.0,529142.0,527835.0,500853.0,558738.0,,False,True,
122,13004,,,,,2024,660240.1875,644743.9375,558042.484375,543286.5,500853.0,644743.9375,,False,True,
123,13004,,,,,2025,690480.8125,660240.1875,578482.025,558738.0,500853.0,660240.1875,,False,True,
124,13004,,,,,2026,707006.5625,690480.8125,597148.4895833334,601740.96875,500853.0,690480.8125,,False,True,
1460,13004,,,,,2027,725745.0625,707006.5625,612842.5,644743.9375,500853.0,707006.5625,,False,True,
125,13005,80.0,2057735.0,8050.000000000001,ificom-2020.xlsx,2020,644000.0000000001,,,,,,41.574550301820594,False,False,
126,13005,76.0,1970332.0,6919.0,ificom-2021.xlsx,2021,525844.0,644000.0000000001,644000.0000000001,644000.0000000001,644000.0000000001,644000.0000000001,41.574550301820594,False,False,
127,13005,82.0,2031608.0,7830.0,ificom-2022.xlsx,2022,642060.0,525844.0,584922.0,584922.0,525844.0,644000.0000000001,41.574550301820594,False,False,
128,13005,,,,,2023,670846.5,642060.0,603968.0,642060.0,525844.0,644000.0000000001,,False,True,
129,13005,,,,,2024,715763.875,670846.5,620687.625,643030.0,525844.0,670846.5,,False,True,
130,13005,,,,,2025,745098.5625,715763.875,639702.875,644000.0000000001,525844.0,715763.875,,False,True,
131,13005,,,,,2026,774362.8125,745098.5625,657268.8229166666,657423.25,525844.0,745098.5625,,False,True,
1461,13005,,,,,2027,816953.5,774362.8125,673996.5357142857,670846.5,525844.0,774362.8125,,False,True,
132,13028,100.0,2089652.0,8364.0,ificom-2020.xlsx,2020,836400.0,,,,,,42.43086051492011,False,False,
133,13028,109.0,2132562.0,8726.0,ificom-2021.xlsx,2021,951134.0,836400.0,836400.0,836400.0,836400.0,836400.0,42.43086051492011,False,False,
134,13028,122.0,2155687.0,9050.0,ificom-2022.xlsx,2022,1104100.0,951134.0,893767.0,893767.0,836400.0,951134.0,42.43086051492011,False,False,
135,13028,,,,,2023,1172507.875,1104100.0,963878.0,951134.0,836400.0,1104100.0,,False,True,
136,13028,,,,,2024,1266774.625,1172507.875,1016035.46875,1027617.0,836400.0,1172507.875,,False,True,
137,13028,,,,,2025,1315791.25,1266774.625,1066183.3,1104100.0,836400.0,1266774.625,,False,True,
138,13028,,,,,2026,1438932.75,1315791.25,1107784.625,1138303.9375,836400.0,1315791.25,,False,True,
1462,13028,,,,,2027,1431736.5,1438932.75,1155091.5,1172507.875,836400.0,1438932.75,,False,True,
139,13103,57.0,2137781.0,8241.0,ificom-2020.xlsx,2020,469737.0,,,,,,55.72245954211142,False,False,
140,13103,64.0,2217714.0,8902.0,ificom-2021.xlsx,2021,569728.0,469737.0,469737.0,469737.0,469737.0,469737.0,55.72245954211142,False,False,
141,13103,68.0,2243553.0,9623.0,ificom-2022.xlsx,2022,654364.0,569728.0,519732.5,519732.5,469737.0,569728.0,55.72245954211142,False,False,
142,13103,,,,,2023,690392.5,654364.0,564609.6666666666,569728.0,469737.0,654364.0,,False,True,
143,13103,,,,,2024,707006.5625,690392.5,596055.375,612046.0,469737.0,690392.5,,False,True,
144,13103,,,,,2025,732244.5625,707006.5625,618245.6125,654364.0,469737.0,707006.5625,,False,True,
145,13103,,,,,2026,751598.125,732244.5625,637245.4375,672378.25,469737.0,732244.5625,,False,True,
1463,13103,,,,,2027,774362.8125,751598.125,653581.5357142857,690392.5,469737.0,751598.125,,False,True,
146,14118,193.0,2184839.0,9207.0,ificom-2020.xlsx,2020,1776951.0,,,,,,140.7154985048266,False,False,
147,14118,213.0,2236565.0,9557.0,ificom-2021.xlsx,2021,2035641.0,1776951.0,1776951.0,1776951.0,1776951.0,1776951.0,140.7154985048266,False,False,
148,14118,235.0,2255639.0,9789.0,ificom-2022.xlsx,2022,2300415.0,2035641.0,1906296.0,1906296.0,1776951.0,2035641.0,140.7154985048266,False,False,
149,14118,,,,,2023,2317801.25,2300415.0,2037669.0,2035641.0,1776951.0,2300415.0,,False,True,
150,14118,,,,,2024,2303875.75,2317801.25,2107702.0625,2168028.0,1776951.0,2317801.25,,False,True,
151,14118,,,,,2025,2291229.0,2303875.75,2146936.8,2300415.0,1776951.0,2317801.25,,False,True,
152,14118,,,,,2026,2326483.0,2291229.0,2170985.5,2295822.0,1776951.0,2317801.25,,False,True,
1464,14118,,,,,2027,2305547.5,2326483.0,2193199.4285714286,2300415.0,1776951.0,2326483.0,,False,True,
153,17300,236.0,2087858.0000000002,7857.0,ificom-2020.xlsx,2020,1854252.0,,,,,,112.1856661306977,False,False,
154,17300,268.0,2127345.0,8278.0,ificom-2021.xlsx,2021,2218504.0,1854252.0,1854252.0,1854252.0,1854252.0,1854252.0,112.1856661306977,False,False,
155,17300,305.0,2161802.0,8229.0,ificom-2022.xlsx,2022,2509845.0,2218504.0,2036378.0,2036378.0,1854252.0,2218504.0,112.1856661306977,False,False,
156,17300,,,,,2023,2488783.5,2509845.0,2194200.3333333335,2218504.0,1854252.0,2509845.0,,False,True,
157,17300,,,,,2024,2585921.0,2488783.5,2267846.125,2353643.75,1854252.0,2509845.0,,False,True,
158,17300,,,,,2025,2657912.25,2585921.0,2331461.1,2488783.5,1854252.0,2585921.0,,False,True,
159,17300,,,,,2026,2671350.25,2657912.25,2385869.625,2499314.25,1854252.0,2657912.25,,False,True,
1465,17300,,,,,2027,2671350.25,2671350.25,2426652.5714285714,2509845.0,1854252.0,2671350.25,,False,True,
160,18033,52.0,2087067.0,8250.0,ificom-2022.xlsx,2022,429000.0,,,,,,151.4242160288293,False,False,
161,18033,,,,,2023,515171.0,429000.0,429000.0,429000.0,429000.0,429000.0,,False,True,
162,18033,,,,,2024,583189.5,515171.0,472085.5,472085.5,429000.0,515171.0,,False,True,
163,18033,,,,,2025,638396.9375,583189.5,509120.1666666667,515171.0,429000.0,583189.5,,False,True,
164,18033,,,,,2026,660592.75,638396.9375,541439.359375,549180.25,429000.0,638396.9375,,False,True,
1466,18033,,,,,2027,687732.125,660592.75,565270.0375,583189.5,429000.0,660592.75,,False,True,
165,19031,59.0,2764393.0,15444.0,ificom-2020.xlsx,2020,911196.0,,,,,,152.0374137021701,False,False,
166,19031,59.0,2850188.0,14878.0,ificom-2021.xlsx,2021,877802.0,911196.0,911196.0,911196.0,911196.0,911196.0,152.0374137021701,False,False,
167,19031,66.0,2759759.0,14534.0,ificom-2022.xlsx,2022,959244.0,877802.0,894499.0,894499.0,877802.0,911196.0,152.0374137021701,False,False,
168,19031,,,,,2023,1089140.875,959244.0,916080.6666666666,911196.0,877802.0,959244.0,,False,True,
169,19031,,,,,2024,1169301.0,1089140.875,959345.71875,935220.0,877802.0,1089140.875,,False,True,
170,19031,,,,,2025,1263567.75,1169301.0,1001336.775,959244.0,877802.0,1169301.0,,False,True,
171,19031,,,,,2026,1312584.375,1263567.75,1045041.9375,1024192.4375,877802.0,1263567.75,,False,True,
1467,19031,,,,,2027,1320070.125,1312584.375,1083262.2857142857,1089140.875,877802.0,1312584.375,,False,True,
172,21054,52.0,2346323.0,9536.0,ificom-2021.xlsx,2021,495872.0,,,,,,127.86330251538348,False,False,
173,21054,51.0,2416074.0,9954.0,ificom-2022.xlsx,2022,507654.0,495872.0,495872.0,495872.0,495872.0,495872.0,127.86330251538348,False,False,
174,21054,,,,,2023,584075.25,507654.0,501763.0,501763.0,495872.0,507654.0,,False,True,
175,21054,,,,,2024,641057.3125,584075.25,529200.4166666666,507654.0,495872.0,584075.25,,False,True,
176,21054,,,,,2025,660240.1875,641057.3125,557164.640625,545864.625,495872.0,641057.3125,,False,True,
177,21054,,,,,2026,690480.8125,660240.1875,577779.75,584075.25,495872.0,660240.1875,,False,True,
1468,21054,,,,,2027,707006.5625,690480.8125,596563.2604166666,612566.28125,495872.0,690480.8125,,False,True,
178,21231,176.0,2189934.0,8714.0,ificom-2020.xlsx,2020,1533664.0,,,,,,143.9563944207045,False,False,
179,21231,188.0,2198908.0,9221.0,ificom-2021.xlsx,2021,1733548.0,1533664.0,1533664.0,1533664.0,1533664.0,1533664.0,143.9563944207045,False,False,
180,21231,200.0,2159030.0,8599.0,ificom-2022.xlsx,2022,1719800.0,1733548.0,1633606.0,1633606.0,1533664.0,1733548.0,143.9563944207045,False,False,
181,21231,,,,,2023,1851690.375,1719800.0,1662337.3333333333,1719800.0,1533664.0,1733548.0,,False,True,
182,21231,,,,,2024,1853464.625,1851690.375,1709675.59375,1726674.0,1533664.0,1851690.375,,False,True,
183,21231,,,,,2025,1840756.875,1853464.625,1738433.4,1733548.0,1533664.0,1853464.625,,False,True,
184,21231,,,,,2026,1902510.375,1840756.875,1755487.3125,1787152.4375,1533664.0,1853464.625,,False,True,
1469,21231,,,,,2027,1970690.75,1902510.375,1776490.607142857,1840756.875,1533664.0,1902510.375,,False,True,
185,25056,94.0,2038635.0000000002,7353.0,ificom-2020.xlsx,2020,691182.0,,,,,,137.99372496754637,False,False,
186,25056,102.0,2051255.0,7830.0,ificom-2021.xlsx,2021,798660.0,691182.0,691182.0,691182.0,691182.0,691182.0,137.99372496754637,False,False,
187,25056,106.0,2104686.0,8156.0,ificom-2022.xlsx,2022,864536.0,798660.0,744921.0,744921.0,691182.0,798660.0,137.99372496754637,False,False,
188,25056,,,,,2023,959906.5625,864536.0,784792.6666666666,798660.0,691182.0,864536.0,,False,True,
189,25056,,,,,2024,1016156.875,959906.5625,828571.140625,831598.0,691182.0,959906.5625,,False,True,
190,25056,,,,,2025,1028064.375,1016156.875,866088.2875,864536.0,691182.0,1016156.875,,False,True,
191,25056,,,,,2026,1044748.1875,1028064.375,893084.3020833334,912221.28125,691182.0,1028064.375,,False,True,
1470,25056,,,,,2027,1100035.875,1044748.1875,914750.5714285715,959906.5625,691182.0,1044748.1875,,False,True,
192,26198,53.0,2052084.0,7850.0,ificom-2021.xlsx,2021,416050.0,,,,,,90.54707791974604,False,False,
193,26198,61.0,2198308.0,9430.0,ificom-2022.xlsx,2022,575230.0,416050.0,416050.0,416050.0,416050.0,416050.0,90.54707791974604,False,False,
194,26198,,,,,2023,638396.9375,575230.0,495640.0,495640.0,416050.0,575230.0,,False,True,
195,26198,,,,,2024,660592.75,638396.9375,543225.6458333334,575230.0,416050.0,638396.9375,,False,True,
196,26198,,,,,2025,687820.5,660592.75,572567.421875,606813.46875,416050.0,660592.75,,False,True,
197,26198,,,,,2026,704346.1875,687820.5,595618.0375,638396.9375,416050.0,687820.5,,False,True,
1471,26198,,,,,2027,729584.1875,704346.1875,613739.3958333334,649494.84375,416050.0,704346.1875,,False,True,
198,26362,61.0,2405157.0,9202.0,ificom-2020.xlsx,2020,561322.0,,,,,,83.2954636745927,False,False,
199,26362,68.0,2460955.0,9773.0,ificom-2021.xlsx,2021,664564.0,561322.0,561322.0,561322.0,561322.0,561322.0,83.2954636745927,False,False,
200,26362,76.0,2511479.0,10671.0,ificom-2022.xlsx,2022,810996.0,664564.0,612943.0,612943.0,561322.0,664564.0,83.2954636745927,False,False,
201,26362,,,,,2023,843533.9375,810996.0,678960.6666666666,664564.0,561322.0,810996.0,,False,True,
202,26362,,,,,2024,921448.25,843533.9375,720103.984375,737780.0,561322.0,843533.9375,,False,True,
203,26362,,,,,2025,958830.0,921448.25,760372.8375,810996.0,561322.0,921448.25,,False,True,
204,26362,,,,,2026,993337.4375,958830.0,793449.03125,827264.96875,561322.0,958830.0,,False,True,
1472,26362,,,,,2027,996736.625,993337.4375,822004.5178571428,843533.9375,561322.0,993337.4375,,False,True,
205,28085,84.0,2381736.0,10929.0,ificom-2020.xlsx,2020,918036.0,,,,,,59.71890858488446,False,False,
206,28085,86.0,2315656.0,10153.0,ificom-2021.xlsx,2021,873158.0,918036.0,918036.0,918036.0,918036.0,918036.0,59.71890858488446,False,False,
207,28085,96.0,2337133.0,10689.0,ificom-2022.xlsx,2022,1026144.0,873158.0,895597.0,895597.0,873158.0,918036.0,59.71890858488446,False,False,
208,28085,,,,,2023,1101289.375,1026144.0,939112.6666666666,918036.0,873158.0,1026144.0,,False,True,
209,28085,,,,,2024,1189693.25,1101289.375,979656.84375,972090.0,873158.0,1101289.375,,False,True,
210,28085,,,,,2025,1245003.625,1189693.25,1021664.125,1026144.0,873158.0,1189693.25,,False,True,
211,28085,,,,,2026,1305861.5,1245003.625,1058887.375,1063716.6875,873158.0,1245003.625,,False,True,
1473,28085,,,,,2027,1323277.125,1305861.5,1094169.392857143,1101289.375,873158.0,1305861.5,,False,True,
212,29019,80.0,2413798.0,10697.0,ificom-2020.xlsx,2020,855760.0,,,,,,210.7596932922457,False,False,
213,29019,79.0,2452426.0,11760.0,ificom-2021.xlsx,2021,929040.0,855760.0,855760.0,855760.0,855760.0,855760.0,210.7596932922457,False,False,
214,29019,93.0,2468531.0,11583.0,ificom-2022.xlsx,2022,1077219.0,929040.0,892400.0,892400.0,855760.0,929040.0,210.7596932922457,False,False,
215,29019,,,,,2023,1167065.5,1077219.0,954006.3333333334,929040.0,855760.0,1077219.0,,False,True,
216,29019,,,,,2024,1266774.625,1167065.5,1007271.125,1003129.5,855760.0,1167065.5,,False,True,
217,29019,,,,,2025,1315791.25,1266774.625,1059171.825,1077219.0,855760.0,1266774.625,,False,True,
218,29019,,,,,2026,1330686.5,1315791.25,1101941.7291666667,1122142.25,855760.0,1315791.25,,False,True,
1474,29019,,,,,2027,1365714.875,1330686.5,1134619.5535714286,1167065.5,855760.0,1330686.5,,False,True,
219,29232,53.0,2334000.0,10441.0,ificom-2022.xlsx,2022,553373.0,,,,,,172.25020242149958,False,False,
220,29232,,,,,2023,646241.25,553373.0,553373.0,553373.0,553373.0,553373.0,,False,True,
221,29232,,,,,2024,704694.0,646241.25,599807.125,599807.125,553373.0,646241.25,,False,True,
222,29232,,,,,2025,750704.625,704694.0,634769.4166666666,646241.25,553373.0,704694.0,,False,True,
223,29232,,,,,2026,778057.875,750704.625,663753.21875,675467.625,553373.0,750704.625,,False,True,
1475,29232,,,,,2027,829967.4375,778057.875,686614.15,704694.0,553373.0,778057.875,,False,True,
224,2A004,161.0,2407402.0,11106.0,ificom-2019.xls,2019,1788066.0,,,,,,215.77608783917518,False,False,
225,2A004,162.0,2465626.0,11599.0,ificom-2020.xlsx,2020,1879038.0,1788066.0,1788066.0,1788066.0,1788066.0,1788066.0,215.77608783917518,False,False,
226,2A004,185.0,2418990.0,11216.0,ificom-2021.xlsx,2021,2074960.0,1879038.0,1833552.0,1833552.0,1788066.0,1879038.0,215.77608783917518,False,False,
227,2A004,191.0,2382146.0,10964.0,ificom-2022.xlsx,2022,2094124.0,2074960.0,1914021.3333333333,1879038.0,1788066.0,2074960.0,215.77608783917518,False,False,
228,2A004,,,,,2023,2190653.25,2094124.0,1959047.0,1976999.0,1788066.0,2094124.0,,False,True,
229,2A004,,,,,2024,2221049.5,2190653.25,2005368.25,2074960.0,1788066.0,2190653.25,,False,True,
230,2A004,,,,,2025,2350522.0,2221049.5,2041315.125,2084542.0,1788066.0,2221049.5,,False,True,
231,2A004,,,,,2026,2298894.5,2350522.0,2085487.5357142857,2094124.0,1788066.0,2350522.0,,False,True,
1476,2A004,,,,,2027,2334600.25,2298894.5,2112163.40625,2142388.625,1788066.0,2350522.0,,False,True,
232,2B033,59.0,2196292.0,9580.0,ificom-2019.xls,2019,565220.0,,,,,,202.84103528364844,False,False,
233,2B033,61.0,2240652.0,9871.0,ificom-2020.xlsx,2020,602131.0,565220.0,565220.0,565220.0,565220.0,565220.0,202.84103528364844,False,False,
234,2B033,61.0,2232820.0,9719.0,ificom-2021.xlsx,2021,592859.0,602131.0,583675.5,583675.5,565220.0,602131.0,202.84103528364844,False,False,
235,2B033,62.0,2292098.0,10467.0,ificom-2022.xlsx,2022,648954.0,592859.0,586736.6666666666,592859.0,565220.0,602131.0,202.84103528364844,False,False,
236,2B033,,,,,2023,708463.5,648954.0,602291.0,597495.0,565220.0,648954.0,,False,True,
237,2B033,,,,,2024,752563.25,708463.5,623525.5,602131.0,565220.0,708463.5,,False,True,
238,2B033,,,,,2025,752563.25,752563.25,645031.7916666666,625542.5,565220.0,752563.25,,False,True,
239,2B033,,,,,2026,781827.4375,752563.25,660393.4285714285,648954.0,565220.0,752563.25,,False,True,
1477,2B033,,,,,2027,836802.375,781827.4375,675572.6796875,678708.75,565220.0,781827.4375,,False,True,
240,30189,207.0,2071124.9999999998,8384.0,ificom-2020.xlsx,2020,1735488.0,,,,,,63.790369366852055,False,False,
241,30189,217.0,2145679.0,8911.0,ificom-2021.xlsx,2021,1933687.0,1735488.0,1735488.0,1735488.0,1735488.0,1735488.0,63.790369366852055,False,False,
242,30189,237.0,2192135.0,9472.0,ificom-2022.xlsx,2022,2244864.0,1933687.0,1834587.5,1834587.5,1735488.0,1933687.0,63.790369366852055,False,False,
243,30189,,,,,2023,2230179.25,2244864.0,1971346.3333333333,1933687.0,1735488.0,2244864.0,,False,True,
244,30189,,,,,2024,2331331.5,2230179.25,2036054.5625,2081933.125,1735488.0,2244864.0,,False,True,
245,30189,,,,,2025,2287468.0,2331331.5,2095109.95,2230179.25,1735488.0,2331331.5,,False,True,
246,30189,,,,,2026,2312633.5,2287468.0,2127169.625,2237521.625,1735488.0,2331331.5,,False,True,
1478,30189,,,,,2027,2277379.5,2312633.5,2153664.464285714,2244864.0,1735488.0,2331331.5,,False,True,
247,31555,1137.0,2215079.0,8744.0,ificom-2020.xlsx,2020,9941928.0,,,,,,123.2331322986033,False,False,
248,31555,1225.0,2254577.0,8989.0,ificom-2021.xlsx,2021,11011525.0,9941928.0,9941928.0,9941928.0,9941928.0,9941928.0,123.2331322986033,False,False,
249,31555,1313.0,2315155.0,9539.0,ificom-2022.xlsx,2022,12524707.0,11011525.0,10476726.5,10476726.5,9941928.0,11011525.0,123.2331322986033,False,False,
250,31555,,,,,2023,14778454.797623916,12524707.0,11159386.666666666,11011525.0,9941928.0,12524707.0,,False,True,True
251,31555,,,,,2024,16434589.273520477,14778454.797623916,9707892.25,10476726.5,5353409.0,12524707.0,,False,True,True
252,31555,,,,,2025,17217909.627734408,16434589.273520477,8836995.6,9941928.0,5353409.0,12524707.0,,False,True,True
253,31555,,,,,2026,18830431.18438665,17217909.627734408,8256397.833333333,7647668.5,5353409.0,12524707.0,,False,True,True
1479,31555,,,,,2027,20465313.23731711,18830431.18438665,7841685.142857143,5353409.0,5353409.0,12524707.0,,False,True,True
254,31557,59.0,2135008.0,8366.0,ificom-2020.xlsx,2020,493594.0,,,,,,127.00178662127561,False,False,
255,31557,66.0,2292439.0,9084.0,ificom-2021.xlsx,2021,599544.0,493594.0,493594.0,493594.0,493594.0,493594.0,127.00178662127561,False,False,
256,31557,72.0,2312984.0,9890.0,ificom-2022.xlsx,2022,712080.0,599544.0,546569.0,546569.0,493594.0,599544.0,127.00178662127561,False,False,
257,31557,,,,,2023,730333.6875,712080.0,601739.3333333334,599544.0,493594.0,712080.0,,False,True,
258,31557,,,,,2024,751598.125,730333.6875,633887.921875,655812.0,493594.0,730333.6875,,False,True,
259,31557,,,,,2025,781812.6875,751598.125,657429.9625,712080.0,493594.0,751598.125,,False,True,
260,31557,,,,,2026,836787.625,781812.6875,678160.4166666666,721206.84375,493594.0,781812.6875,,False,True,
1480,31557,,,,,2027,900422.75,836787.625,700821.4464285715,730333.6875,493594.0,836787.625,,False,True,
261,33063,1575.0,2247046.0,9299.0,ificom-2020.xlsx,2020,14645925.0,,,,,,32.196352318460335,False,False,
262,33063,1707.0,2325970.0,10089.0,ificom-2021.xlsx,2021,17221923.0,14645925.0,14645925.0,14645925.0,14645925.0,14645925.0,32.196352318460335,False,False,
263,33063,1867.0,2347174.0,10229.0,ificom-2022.xlsx,2022,19097543.0,17221923.0,15933924.0,15933924.0,14645925.0,17221923.0,32.196352318460335,False,False,
264,33063,,,,,2023,18738583.422304798,19097543.0,16988463.666666668,17221923.0,14645925.0,19097543.0,,False,True,True
265,33063,,,,,2024,19843771.898573495,18738583.422304798,14079700.0,15933924.0,5353409.0,19097543.0,,False,True,True
266,33063,,,,,2025,23961956.716982488,19843771.898573495,12334441.8,14645925.0,5353409.0,19097543.0,,False,True,True
267,33063,,,,,2026,25326293.73961334,23961956.716982488,11170936.333333334,9999667.0,5353409.0,19097543.0,,False,True,True
1481,33063,,,,,2027,26561159.25562295,25326293.73961334,10339861.0,5353409.0,5353409.0,19097543.0,,False,True,True
268,33069,197.0,2468063.0,11565.0,ificom-2020.xlsx,2020,2278305.0,,,,,,31.207801653452634,False,False,
269,33069,215.0,2451929.0,11819.0,ificom-2021.xlsx,2021,2541085.0,2278305.0,2278305.0,2278305.0,2278305.0,2278305.0,31.207801653452634,False,False,
270,33069,259.0,2410045.0,11182.0,ificom-2022.xlsx,2022,2896138.0,2541085.0,2409695.0,2409695.0,2278305.0,2541085.0,31.207801653452634,False,False,
271,33069,,,,,2023,2845819.75,2896138.0,2571842.6666666665,2541085.0,2278305.0,2896138.0,,False,True,
272,33069,,,,,2024,2907043.0,2845819.75,2640336.9375,2693452.375,2278305.0,2896138.0,,False,True,
273,33069,,,,,2025,3083176.25,2907043.0,2693678.15,2845819.75,2278305.0,2907043.0,,False,True,
274,33069,,,,,2026,3245227.0,3083176.25,2758594.5,2870978.875,2278305.0,3083176.25,,False,True,
1482,33069,,,,,2027,3201718.0,3245227.0,2828113.4285714286,2896138.0,2278305.0,3245227.0,,False,True,
275,33162,52.0,2076615.0,8194.0,ificom-2021.xlsx,2021,426088.0,,,,,,30.89658080792956,False,False,
276,33162,57.0,2019978.0,7732.0,ificom-2022.xlsx,2022,440724.0,426088.0,426088.0,426088.0,426088.0,426088.0,30.89658080792956,False,False,
277,33162,,,,,2023,517742.25,440724.0,433406.0,433406.0,426088.0,440724.0,,False,True,
278,33162,,,,,2024,569051.875,517742.25,461518.0833333333,440724.0,426088.0,517742.25,,False,True,
279,33162,,,,,2025,636988.25,569051.875,488401.53125,479233.125,426088.0,569051.875,,False,True,
280,33162,,,,,2026,639918.75,636988.25,518118.875,517742.25,426088.0,636988.25,,False,True,
1483,33162,,,,,2027,660592.75,639918.75,538418.8541666666,543397.0625,426088.0,639918.75,,False,True,
281,33192,71.0,2260960.0,9111.0,ificom-2020.xlsx,2020,646881.0,,,,,,31.92959562026425,False,False,
282,33192,75.0,2371111.0,9858.0,ificom-2021.xlsx,2021,739350.0,646881.0,646881.0,646881.0,646881.0,646881.0,31.92959562026425,False,False,
283,33192,80.0,2472298.0,10348.0,ificom-2022.xlsx,2022,827840.0,739350.0,693115.5,693115.5,646881.0,739350.0,31.92959562026425,False,False,
284,33192,,,,,2023,884965.8125,827840.0,738023.6666666666,739350.0,646881.0,827840.0,,False,True,
