,Region,Department,Commune_Code_INSEE,City,latitude,longitude
956,PROVENCE-ALPES-COTE D'AZUR,VAR,83061,FREJUS,43.4719558114,6.76361597424
957,,,83061,,,
958,,,83061,,,
959,,,83061,,,
960,,,83061,,,
1581,,,83061,,,
961,PROVENCE-ALPES-COTE D'AZUR,VAR,83069,HYERES,43.1018713534,6.18898508469
962,PROVENCE-ALPES-COTE D'AZUR,VAR,83069,HYERES,43.1018713534,6.18898508469
963,PROVENCE-ALPES-COTE D'AZUR,VAR,83069,HYERES,43.1018713534,6.18898508469
964,,,83069,,,
965,,,83069,,,
966,,,83069,,,
967,,,83069,,,
1582,,,83069,,,
968,PROVENCE-ALPES-COTE D'AZUR,VAR,83118,SAINT-RAPHAEL,43.4574625431,6.84734210398
969,PROVENCE-ALPES-COTE D'AZUR,VAR,83118,SAINT-RAPHAEL,43.4574625431,6.84734210398
970,PROVENCE-ALPES-COTE D'AZUR,VAR,83118,SAINT-RAPHAEL,43.4574625431,6.84734210398
971,,,83118,,,
972,,,83118,,,
973,,,83118,,,
974,,,83118,,,
1583,,,83118,,,
975,PROVENCE-ALPES-COTE D'AZUR,VAR,83126,LA SEYNE SUR MER,43.0880294967,5.87089841754
976,PROVENCE-ALPES-COTE D'AZUR,VAR,83126,LA SEYNE SUR MER,43.0880294967,5.87089841754
977,PROVENCE-ALPES-COTE D'AZUR,VAR,83126,LA SEYNE SUR MER,43.0880294967,5.87089841754
978,,,83126,,,
979,,,83126,,,
980,,,83126,,,
981,,,83126,,,
1584,,,83126,,,
982,PROVENCE-ALPES-COTE D'AZUR,VAR,83129,SIX-FOURS-LES-PLAGES,43.086818602,5.82924464931
983,PROVENCE-ALPES-COTE D'AZUR,VAR,83129,SIX-FOURS-LES-PLAGES,43.086818602,5.82924464931
984,PROVENCE-ALPES-COTE D'AZUR,VAR,83129,SIX-FOURS-LES-PLAGES,43.086818602,5.82924464931
985,,,83129,,,
986,,,83129,,,
987,,,83129,,,
988,,,83129,,,
1585,,,83129,,,
989,PROVENCE-ALPES-COTE D'AZUR,VAR,83137,TOULON,43.1361589728,5.93239634249
990,PROVENCE-ALPES-COTE D'AZUR,VAR,83137,TOULON,43.1361589728,5.93239634249
991,PROVENCE-ALPES-COTE D'AZUR,VAR,83137,TOULON,43.1361589728,5.93239634249
992,,,83137,,,
993,,,83137,,,
994,,,83137,,,
995,,,83137,,,
1586,,,83137,,,
996,PROVENCE-ALPES-COTE D'AZUR,VAUCLUSE,84007,AVIGNON,43.9352448339,4.84071572505
997,PROVENCE-ALPES-COTE D'AZUR,VAUCLUSE,84007,AVIGNON,43.9352448339,4.84071572505
998,PROVENCE-ALPES-COTE D'AZUR,VAUCLUSE,84007,AVIGNON,43.9352448339,4.84071572505
999,,,84007,,,
1000,,,84007,,,
1001,,,84007,,,
1002,,,84007,,,
1587,,,84007,,,
1003,PROVENCE-ALPES-COTE D'AZUR,VAUCLUSE,84031,CARPENTRAS,44.0593802565,5.06134844776
1004,PROVENCE-ALPES-COTE D'AZUR,VAUCLUSE,84031,CARPENTRAS,44.0593802565,5.06134844776
1005,,,84031,,,
1006,,,84031,,,
1007,,,84031,,,
1008,,,84031,,,
1588,,,84031,,,
1009,PAYS DE LA LOIRE,VENDEE,85047,CHALLANS,46.8354416653,-1.84036683139
1010,,,85047,,,
1011,,,85047,,,
1012,,,85047,,,
1013,,,85047,,,
1589,,,85047,,,
1014,PAYS DE LA LOIRE,VENDEE,85194,LES SABLES D'OLONNE,46.5007612799,-1.79255128677
1015,PAYS DE LA LOIRE,VENDEE,85194,LES SABLES D'OLONNE,46.5007612799,-1.79255128677
1016,PAYS DE LA LOIRE,VENDEE,85194,LES SABLES D'OLONNE,46.5007612799,-1.79255128677
1017,,,85194,,,
1018,,,85194,,,
1019,,,85194,,,
1020,,,85194,,,
1590,,,85194,,,
1021,NOUVELLE-AQUITAINE,VIENNE,86194,POITIERS,46.5839207726,0.359947653003
1022,NOUVELLE-AQUITAINE,VIENNE,86194,POITIERS,46.5839207726,0.359947653003
1023,NOUVELLE-AQUITAINE,VIENNE,86194,POITIERS,46.5839207726,0.359947653003
1024,,,86194,,,
1025,,,86194,,,
1026,,,86194,,,
1027,,,86194,,,
1591,,,86194,,,
1028,NOUVELLE-AQUITAINE,HAUTE-VIENNE,87085,LIMOGES,45.8542549589,1.2487579024
1029,NOUVELLE-AQUITAINE,HAUTE-VIENNE,87085,LIMOGES,45.8542549589,1.2487579024
1030,NOUVELLE-AQUITAINE,HAUTE-VIENNE,87085,LIMOGES,45.8542549589,1.2487579024
1031,,,87085,,,
1032,,,87085,,,
1033,,,87085,,,
1034,,,87085,,,
1592,,,87085,,,
1035,ILE-DE-FRANCE,ESSONNE,91114,BRUNOY,48.6964396294,2.50394753271
1036,ILE-DE-FRANCE,ESSONNE,91114,BRUNOY,48.6964396294,2.50394753271
1037,ILE-DE-FRANCE,ESSONNE,91114,BRUNOY,48.6964396294,2.50394753271
1038,,,91114,,,
1039,,,91114,,,
1040,,,91114,,,
1041,,,91114,,,
1593,,,91114,,,
1042,ILE-DE-FRANCE,ESSONNE,91272,GIF SUR YVETTE,48.6988273634,2.12788365005
1043,ILE-DE-FRANCE,ESSONNE,91272,GIF SUR YVETTE,48.6988273634,2.12788365005
1044,ILE-DE-FRANCE,ESSONNE,91272,GIF SUR YVETTE,48.6988273634,2.12788365005
1045,,,91272,,,
1046,,,91272,,,
1047,,,91272,,,
1048,,,91272,,,
1594,,,91272,,,
1049,ILE-DE-FRANCE,ESSONNE,91421,MONTGERON,48.6951531801,2.46249881778
1050,ILE-DE-FRANCE,ESSONNE,91421,MONTGERON,48.6951531801,2.46249881778
1051,,,91421,,,
1052,,,91421,,,
1053,,,91421,,,
1054,,,91421,,,
1595,,,91421,,,
1055,ILE-DE-FRANCE,ESSONNE,91477,PALAISEAU,48.7146765876,2.22881488083
1056,ILE-DE-FRANCE,ESSONNE,91477,PALAISEAU,48.7146765876,2.22881488083
1057,ILE-DE-FRANCE,ESSONNE,91477,PALAISEAU,48.7146765876,2.22881488083
1058,,,91477,,,
1059,,,91477,,,
1060,,,91477,,,
1061,,,91477,,,
1596,,,91477,,,
1062,ILE-DE-FRANCE,HAUTS-DE-SEINE,92002,ANTONY,48.7503412602,2.2993268102
1063,ILE-DE-FRANCE,HAUTS-DE-SEINE,92002,ANTONY,48.7503412602,2.2993268102
1064,ILE-DE-FRANCE,HAUTS-DE-SEINE,92002,ANTONY,48.7503412602,2.2993268102
1065,,,92002,,,
1066,,,92002,,,
1067,,,92002,,,
1068,,,92002,,,
1597,,,92002,,,
1069,ILE-DE-FRANCE,HAUTS-DE-SEINE,92004,ASNIERES,48.9153530123,2.2880384663
1070,ILE-DE-FRANCE,HAUTS-DE-SEINE,92004,ASNIERES,48.9153530123,2.2880384663
1071,ILE-DE-FRANCE,HAUTS-DE-SEINE,92004,ASNIERES,48.9153530123,2.2880384663
1072,,,92004,,,
1073,,,92004,,,
1074,,,92004,,,
1075,,,92004,,,
1598,,,92004,,,
1076,ILE-DE-FRANCE,HAUTS-DE-SEINE,92009,BOIS-COLOMBES,48.9153368426,2.26738552597
1077,ILE-DE-FRANCE,HAUTS-DE-SEINE,92009,BOIS-COLOMBES,48.9153368426,2.26738552597
1078,ILE-DE-FRANCE,HAUTS-DE-SEINE,92009,BOIS-COLOMBES,48.9153368426,2.26738552597
1079,,,92009,,,
1080,,,92009,,,
1081,,,92009,,,
1082,,,92009,,,
1599,,,92009,,,
1083,ILE-DE-FRANCE,HAUTS-DE-SEINE,92012,BOULOGNE BILLANCOURT,48.8365843138,2.23913599058
1084,ILE-DE-FRANCE,HAUTS-DE-SEINE,92012,BOULOGNE BILLANCOURT,48.8365843138,2.23913599058
1085,ILE-DE-FRANCE,HAUTS-DE-SEINE,92012,BOULOGNE BILLANCOURT,48.8365843138,2.23913599058
1086,,,92012,,,
1087,,,92012,,,
1088,,,92012,,,
1089,,,92012,,,
1600,,,92012,,,
1090,ILE-DE-FRANCE,HAUTS-DE-SEINE,92014,BOURG LA REINE,48.7799073627,2.31643010763
1091,ILE-DE-FRANCE,HAUTS-DE-SEINE,92014,BOURG LA REINE,48.7799073627,2.31643010763
1092,ILE-DE-FRANCE,HAUTS-DE-SEINE,92014,BOURG LA REINE,48.7799073627,2.31643010763
1093,,,92014,,,
1094,,,92014,,,
1095,,,92014,,,
1096,,,92014,,,
1601,,,92014,,,
1097,ILE-DE-FRANCE,HAUTS-DE-SEINE,92019,CHATENAY MALABRY,48.7681690197,2.26282598525
1098,ILE-DE-FRANCE,HAUTS-DE-SEINE,92019,CHATENAY MALABRY,48.7681690197,2.26282598525
1099,ILE-DE-FRANCE,HAUTS-DE-SEINE,92019,CHATENAY MALABRY,48.7681690197,2.26282598525
1100,,,92019,,,
1101,,,92019,,,
1102,,,92019,,,
1103,,,92019,,,
1602,,,92019,,,
1104,ILE-DE-FRANCE,HAUTS-DE-SEINE,92020,CHATILLON,48.8034091756,2.28799131883
1105,ILE-DE-FRANCE,HAUTS-DE-SEINE,92020,CHATILLON,48.8034091756,2.28799131883
1106,ILE-DE-FRANCE,HAUTS-DE-SEINE,92020,CHATILLON,48.8034091756,2.28799131883
1107,,,92020,,,
1108,,,92020,,,
1109,,,92020,,,
1110,,,92020,,,
1603,,,92020,,,
1111,ILE-DE-FRANCE,HAUTS-DE-SEINE,92022,CHAVILLE,48.8076083562,2.19234061062
1112,ILE-DE-FRANCE,HAUTS-DE-SEINE,92022,CHAVILLE,48.8076083562,2.19234061062
1113,ILE-DE-FRANCE,HAUTS-DE-SEINE,92022,CHAVILLE,48.8076083562,2.19234061062
1114,,,92022,,,
1115,,,92022,,,
1116,,,92022,,,
1117,,,92022,,,
1604,,,92022,,,
1118,ILE-DE-FRANCE,HAUTS-DE-SEINE,92023,CLAMART,48.7964306792,2.25474652922
1119,ILE-DE-FRANCE,HAUTS-DE-SEINE,92023,CLAMART,48.7964306792,2.25474652922
1120,ILE-DE-FRANCE,HAUTS-DE-SEINE,92023,CLAMART,48.7964306792,2.25474652922
1121,,,92023,,,
1122,,,92023,,,
1123,,,92023,,,
1124,,,92023,,,
1605,,,92023,,,
1125,ILE-DE-FRANCE,HAUTS-DE-SEINE,92024,CLICHY,48.9035359139,2.30575230452
1126,ILE-DE-FRANCE,HAUTS-DE-SEINE,92024,CLICHY,48.9035359139,2.30575230452
1127,,,92024,,,
1128,,,92024,,,
1129,,,92024,,,
1130,,,92024,,,
1606,,,92024,,,
1131,ILE-DE-FRANCE,HAUTS-DE-SEINE,92025,COLOMBES,48.9225179147,2.24675160629
1132,ILE-DE-FRANCE,HAUTS-DE-SEINE,92025,COLOMBES,48.9225179147,2.24675160629
1133,ILE-DE-FRANCE,HAUTS-DE-SEINE,92025,COLOMBES,48.9225179147,2.24675160629
1134,,,92025,,,
1135,,,92025,,,
1136,,,92025,,,
1137,,,92025,,,
1607,,,92025,,,
1138,ILE-DE-FRANCE,HAUTS-DE-SEINE,92026,COURBEVOIE,48.8984504771,2.25570587289
1139,ILE-DE-FRANCE,HAUTS-DE-SEINE,92026,COURBEVOIE,48.8984504771,2.25570587289
1140,ILE-DE-FRANCE,HAUTS-DE-SEINE,92026,COURBEVOIE,48.8984504771,2.25570587289
1141,,,92026,,,
1142,,,92026,,,
1143,,,92026,,,
1144,,,92026,,,
1608,,,92026,,,
1145,ILE-DE-FRANCE,HAUTS-DE-SEINE,92032,FONTENAY AUX ROSES,48.7897301312,2.28723493557
1146,ILE-DE-FRANCE,HAUTS-DE-SEINE,92032,FONTENAY AUX ROSES,48.7897301312,2.28723493557
1147,ILE-DE-FRANCE,HAUTS-DE-SEINE,92032,FONTENAY AUX ROSES,48.7897301312,2.28723493557
1148,,,92032,,,
1149,,,92032,,,
1150,,,92032,,,
1151,,,92032,,,
1609,,,92032,,,
1152,ILE-DE-FRANCE,HAUTS-DE-SEINE,92035,LA GARENNE COLOMBES,48.9067577111,2.24464604084
1153,ILE-DE-FRANCE,HAUTS-DE-SEINE,92035,LA GARENNE COLOMBES,48.9067577111,2.24464604084
1154,ILE-DE-FRANCE,HAUTS-DE-SEINE,92035,LA GARENNE COLOMBES,48.9067577111,2.24464604084
1155,,,92035,,,
1156,,,92035,,,
1157,,,92035,,,
1158,,,92035,,,
1610,,,92035,,,
1159,ILE-DE-FRANCE,HAUTS-DE-SEINE,92040,ISSY LES MOULINEAUX,48.82347434,2.26449823277
1160,ILE-DE-FRANCE,HAUTS-DE-SEINE,92040,ISSY LES MOULINEAUX,48.82347434,2.26449823277
1161,ILE-DE-FRANCE,HAUTS-DE-SEINE,92040,ISSY LES MOULINEAUX,48.82347434,2.26449823277
1162,,,92040,,,
1163,,,92040,,,
1164,,,92040,,,
1165,,,92040,,,
1611,,,92040,,,
1166,ILE-DE-FRANCE,HAUTS-DE-SEINE,92044,LEVALLOIS-PERRET,48.895071672,2.28688268127
1167,ILE-DE-FRANCE,HAUTS-DE-SEINE,92044,LEVALLOIS-PERRET,48.895071672,2.28688268127
1168,ILE-DE-FRANCE,HAUTS-DE-SEINE,92044,LEVALLOIS-PERRET,48.895071672,2.28688268127
1169,,,92044,,,
1170,,,92044,,,
1171,,,92044,,,
1172,,,92044,,,
1612,,,92044,,,
1173,ILE-DE-FRANCE,HAUTS-DE-SEINE,92046,MALAKOFF,48.8169695977,2.29693599517
1174,ILE-DE-FRANCE,HAUTS-DE-SEINE,92046,MALAKOFF,48.8169695977,2.29693599517
1175,ILE-DE-FRANCE,HAUTS-DE-SEINE,92046,MALAKOFF,48.8169695977,2.29693599517
1176,,,92046,,,
1177,,,92046,,,
1178,,,92046,,,
1179,,,92046,,,
1613,,,92046,,,
1180,ILE-DE-FRANCE,HAUTS-DE-SEINE,92048,MEUDON,48.8037275796,2.22696287829
1181,ILE-DE-FRANCE,HAUTS-DE-SEINE,92048,MEUDON,48.8037275796,2.22696287829
1182,ILE-DE-FRANCE,HAUTS-DE-SEINE,92048,MEUDON,48.8037275796,2.22696287829
1183,,,92048,,,
1184,,,92048,,,
1185,,,92048,,,
1186,,,92048,,,
1614,,,92048,,,
1187,ILE-DE-FRANCE,HAUTS-DE-SEINE,92049,MONTROUGE,48.8153032159,2.31648921432
1188,ILE-DE-FRANCE,HAUTS-DE-SEINE,92049,MONTROUGE,48.8153032159,2.31648921432
1189,ILE-DE-FRANCE,HAUTS-DE-SEINE,92049,MONTROUGE,48.8153032159,2.31648921432
1190,,,92049,,,
1191,,,92049,,,
1192,,,92049,,,
1193,,,92049,,,
1615,,,92049,,,
1194,ILE-DE-FRANCE,HAUTS-DE-SEINE,92050,NANTERRE,48.8960701282,2.20671346353
1195,ILE-DE-FRANCE,HAUTS-DE-SEINE,92050,NANTERRE,48.8960701282,2.20671346353
1196,ILE-DE-FRANCE,HAUTS-DE-SEINE,92050,NANTERRE,48.8960701282,2.20671346353
1197,,,92050,,,
1198,,,92050,,,
1199,,,92050,,,
1200,,,92050,,,
1616,,,92050,,,
1201,ILE-DE-FRANCE,HAUTS-DE-SEINE,92051,NEUILLY SUR SEINE,48.8853719688,2.26642584746
1202,ILE-DE-FRANCE,HAUTS-DE-SEINE,92051,NEUILLY SUR SEINE,48.8853719688,2.26642584746
1203,ILE-DE-FRANCE,HAUTS-DE-SEINE,92051,NEUILLY SUR SEINE,48.8853719688,2.26642584746
1204,,,92051,,,
1205,,,92051,,,
1206,,,92051,,,
1207,,,92051,,,
1617,,,92051,,,
1208,ILE-DE-FRANCE,HAUTS-DE-SEINE,92060,LE PLESSIS ROBINSON,48.7804383642,2.26064286011
1209,ILE-DE-FRANCE,HAUTS-DE-SEINE,92060,LE PLESSIS ROBINSON,48.7804383642,2.26064286011
1210,ILE-DE-FRANCE,HAUTS-DE-SEINE,92060,LE PLESSIS ROBINSON,48.7804383642,2.26064286011
1211,,,92060,,,
1212,,,92060,,,
1213,,,92060,,,
1214,,,92060,,,
1618,,,92060,,,
1215,ILE-DE-FRANCE,HAUTS-DE-SEINE,92062,PUTEAUX,48.8837094969,2.23834178314
1216,ILE-DE-FRANCE,HAUTS-DE-SEINE,92062,PUTEAUX,48.8837094969,2.23834178314
1217,ILE-DE-FRANCE,HAUTS-DE-SEINE,92062,PUTEAUX,48.8837094969,2.23834178314
1218,,,92062,,,
1219,,,92062,,,
1220,,,92062,,,
1221,,,92062,,,
1619,,,92062,,,
1222,ILE-DE-FRANCE,HAUTS-DE-SEINE,92063,RUEIL MALMAISON,48.8691897371,2.1773406315
1223,ILE-DE-FRANCE,HAUTS-DE-SEINE,92063,RUEIL MALMAISON,48.8691897371,2.1773406315
1224,ILE-DE-FRANCE,HAUTS-DE-SEINE,92063,RUEIL MALMAISON,48.8691897371,2.1773406315
1225,,,92063,,,
1226,,,92063,,,
1227,,,92063,,,
1228,,,92063,,,
1620,,,92063,,,
1229,ILE-DE-FRANCE,HAUTS-DE-SEINE,92064,SAINT CLOUD,48.8428741034,2.20864570316
1230,ILE-DE-FRANCE,HAUTS-DE-SEINE,92064,SAINT CLOUD,48.8428741034,2.20864570316
1231,ILE-DE-FRANCE,HAUTS-DE-SEINE,92064,SAINT CLOUD,48.8428741034,2.20864570316
1232,,,92064,,,
1233,,,92064,,,
1234,,,92064,,,
1235,,,92064,,,
1621,,,92064,,,
1236,ILE-DE-FRANCE,HAUTS-DE-SEINE,92071,SCEAUX,48.776816369,2.29529414514
1237,,,92071,,,
1238,,,92071,,,
1239,,,92071,,,
1240,,,92071,,,
1622,,,92071,,,
1241,ILE-DE-FRANCE,HAUTS-DE-SEINE,92072,SEVRES,48.821476509,2.21052297438
1242,ILE-DE-FRANCE,HAUTS-DE-SEINE,92072,SEVRES,48.821476509,2.21052297438
1243,ILE-DE-FRANCE,HAUTS-DE-SEINE,92072,SEVRES,48.821476509,2.21052297438
1244,,,92072,,,
1245,,,92072,,,
1246,,,92072,,,
1247,,,92072,,,
1623,,,92072,,,
1248,ILE-DE-FRANCE,HAUTS-DE-SEINE,92073,SURESNES,48.8698479132,2.21965517625
1249,ILE-DE-FRANCE,HAUTS-DE-SEINE,92073,SURESNES,48.8698479132,2.21965517625
1250,ILE-DE-FRANCE,HAUTS-DE-SEINE,92073,SURESNES,48.8698479132,2.21965517625
1251,,,92073,,,
1252,,,92073,,,
1253,,,92073,,,
1254,,,92073,,,
1624,,,92073,,,
1255,ILE-DE-FRANCE,HAUTS-DE-SEINE,92075,VANVES,48.8215227089,2.28739490768
1256,ILE-DE-FRANCE,HAUTS-DE-SEINE,92075,VANVES,48.8215227089,2.28739490768
1257,ILE-DE-FRANCE,HAUTS-DE-SEINE,92075,VANVES,48.8215227089,2.28739490768
1258,,,92075,,,
1259,,,92075,,,
1260,,,92075,,,
1261,,,92075,,,
1625,,,92075,,,
1262,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93005,AULNAY SOUS BOIS,48.9458384367,2.49329041687
1263,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93005,AULNAY SOUS BOIS,48.9458384367,2.49329041687
1264,,,93005,,,
1265,,,93005,,,
1266,,,93005,,,
1267,,,93005,,,
1626,,,93005,,,
1268,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93045,LES LILAS,48.8819208939,2.419667821
1269,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93045,LES LILAS,48.8819208939,2.419667821
1270,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93045,LES LILAS,48.8819208939,2.419667821
1271,,,93045,,,
1272,,,93045,,,
1273,,,93045,,,
1274,,,93045,,,
1627,,,93045,,,
1275,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93048,MONTREUIL SOUS BOIS,48.8633175054,2.44816211857
1276,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93048,MONTREUIL SOUS BOIS,48.8633175054,2.44816211857
1277,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93048,MONTREUIL SOUS BOIS,48.8633175054,2.44816211857
1278,,,93048,,,
1279,,,93048,,,
1280,,,93048,,,
1281,,,93048,,,
1628,,,93048,,,
1282,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93051,NOISY LE GRAND,48.8361825401,2.56443736814
1283,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93051,NOISY LE GRAND,48.8361825401,2.56443736814
1284,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93051,NOISY LE GRAND,48.8361825401,2.56443736814
1285,,,93051,,,
1286,,,93051,,,
1287,,,93051,,,
1288,,,93051,,,
1629,,,93051,,,
1289,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93077,VILLEMOMBLE,48.8848370021,2.50893406035
1290,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93077,VILLEMOMBLE,48.8848370021,2.50893406035
1291,,,93077,,,
1292,,,93077,,,
1293,,,93077,,,
1294,,,93077,,,
1630,,,93077,,,
1295,ILE-DE-FRANCE,VAL-DE-MARNE,94016,CACHAN,48.7916121646,2.33153313164
1296,ILE-DE-FRANCE,VAL-DE-MARNE,94016,CACHAN,48.7916121646,2.33153313164
1297,ILE-DE-FRANCE,VAL-DE-MARNE,94016,CACHAN,48.7916121646,2.33153313164
1298,,,94016,,,
1299,,,94016,,,
1300,,,94016,,,
1301,,,94016,,,
1631,,,94016,,,
1302,ILE-DE-FRANCE,VAL-DE-MARNE,94017,CHAMPIGNY SUR MARNE,48.817254364,2.51709815257
1303,ILE-DE-FRANCE,VAL-DE-MARNE,94017,CHAMPIGNY SUR MARNE,48.817254364,2.51709815257
1304,ILE-DE-FRANCE,VAL-DE-MARNE,94017,CHAMPIGNY SUR MARNE,48.817254364,2.51709815257
1305,,,94017,,,
1306,,,94017,,,
1307,,,94017,,,
1308,,,94017,,,
1632,,,94017,,,
1309,ILE-DE-FRANCE,VAL-DE-MARNE,94018,CHARENTON LE PONT,48.8228084978,2.40760915477
1310,ILE-DE-FRANCE,VAL-DE-MARNE,94018,CHARENTON LE PONT,48.8228084978,2.40760915477
1311,ILE-DE-FRANCE,VAL-DE-MARNE,94018,CHARENTON LE PONT,48.8228084978,2.40760915477
1312,,,94018,,,
1313,,,94018,,,
1314,,,94018,,,
1315,,,94018,,,
1633,,,94018,,,
1316,ILE-DE-FRANCE,VAL-DE-MARNE,94028,CRETEIL,48.7837401836,2.45463530415
1317,ILE-DE-FRANCE,VAL-DE-MARNE,94028,CRETEIL,48.7837401836,2.45463530415
1318,ILE-DE-FRANCE,VAL-DE-MARNE,94028,CRETEIL,48.7837401836,2.45463530415
1319,,,94028,,,
1320,,,94028,,,
1321,,,94028,,,
1322,,,94028,,,
1634,,,94028,,,
1323,ILE-DE-FRANCE,VAL-DE-MARNE,94033,FONTENAY SOUS BOIS,48.8511046382,2.47395409774
1324,ILE-DE-FRANCE,VAL-DE-MARNE,94033,FONTENAY SOUS BOIS,48.8511046382,2.47395409774
1325,ILE-DE-FRANCE,VAL-DE-MARNE,94033,FONTENAY SOUS BOIS,48.8511046382,2.47395409774
1326,,,94033,,,
1327,,,94033,,,
1328,,,94033,,,
1329,,,94033,,,
1635,,,94033,,,
1330,ILE-DE-FRANCE,VAL-DE-MARNE,94038,L'HAY LES ROSES,48.7763207843,2.33772915609
1331,ILE-DE-FRANCE,VAL-DE-MARNE,94038,L'HAY LES ROSES,48.7763207843,2.33772915609
1332,ILE-DE-FRANCE,VAL-DE-MARNE,94038,L'HAY LES ROSES,48.7763207843,2.33772915609
1333,,,94038,,,
1334,,,94038,,,
1335,,,94038,,,
1336,,,94038,,,
1636,,,94038,,,
1337,ILE-DE-FRANCE,VAL-DE-MARNE,94046,MAISONS-ALFORT,48.8063923267,2.43818248906
1338,ILE-DE-FRANCE,VAL-DE-MARNE,94046,MAISONS-ALFORT,48.8063923267,2.43818248906
1339,ILE-DE-FRANCE,VAL-DE-MARNE,94046,MAISONS-ALFORT,48.8063923267,2.43818248906
1340,,,94046,,,
1341,,,94046,,,
1342,,,94046,,,
1343,,,94046,,,
1637,,,94046,,,
1344,ILE-DE-FRANCE,VAL-DE-MARNE,94052,NOGENT SUR MARNE,48.8366634713,2.48166741533
1345,ILE-DE-FRANCE,VAL-DE-MARNE,94052,NOGENT SUR MARNE,48.8366634713,2.48166741533
1346,ILE-DE-FRANCE,VAL-DE-MARNE,94052,NOGENT SUR MARNE,48.8366634713,2.48166741533
1347,,,94052,,,
1348,,,94052,,,
1349,,,94052,,,
1350,,,94052,,,
1638,,,94052,,,
1351,ILE-DE-FRANCE,VAL-DE-MARNE,94058,LE PERREUX SUR MARNE,48.8423952383,2.50406848573
1352,ILE-DE-FRANCE,VAL-DE-MARNE,94058,LE PERREUX SUR MARNE,48.8423952383,2.50406848573
1353,ILE-DE-FRANCE,VAL-DE-MARNE,94058,LE PERREUX SUR MARNE,48.8423952383,2.50406848573
1354,,,94058,,,
1355,,,94058,,,
1356,,,94058,,,
1357,,,94058,,,
1639,,,94058,,,
1358,ILE-DE-FRANCE,VAL-DE-MARNE,94067,SAINT MANDE,48.842440243,2.4192191088
1359,ILE-DE-FRANCE,VAL-DE-MARNE,94067,SAINT MANDE,48.842440243,2.4192191088
1360,ILE-DE-FRANCE,VAL-DE-MARNE,94067,SAINT MANDE,48.842440243,2.4192191088
1361,,,94067,,,
1362,,,94067,,,
1363,,,94067,,,
1364,,,94067,,,
1640,,,94067,,,
1365,ILE-DE-FRANCE,VAL-DE-MARNE,94068,SAINT MAUR DES FOSSES,48.7990677797,2.49386450452
1366,ILE-DE-FRANCE,VAL-DE-MARNE,94068,SAINT MAUR DES FOSSES,48.7990677797,2.49386450452
1367,ILE-DE-FRANCE,VAL-DE-MARNE,94068,SAINT MAUR DES FOSSES,48.7990677797,2.49386450452
1368,,,94068,,,
1369,,,94068,,,
1370,,,94068,,,
1371,,,94068,,,
1641,,,94068,,,
1372,ILE-DE-FRANCE,VAL-DE-MARNE,94071,SUCY EN BRIE,48.7656456593,2.5330560803
1373,ILE-DE-FRANCE,VAL-DE-MARNE,94071,SUCY EN BRIE,48.7656456593,2.5330560803
1374,ILE-DE-FRANCE,VAL-DE-MARNE,94071,SUCY EN BRIE,48.7656456593,2.5330560803
1375,,,94071,,,
1376,,,94071,,,
1377,,,94071,,,
1378,,,94071,,,
1642,,,94071,,,
1379,ILE-DE-FRANCE,VAL-DE-MARNE,94076,VILLEJUIF,48.7928547268,2.36006103249
1380,,,94076,,,
1381,,,94076,,,
1382,,,94076,,,
1383,,,94076,,,
1643,,,94076,,,
1384,ILE-DE-FRANCE,VAL-DE-MARNE,94080,VINCENNES,48.8473732045,2.43798650741
1385,ILE-DE-FRANCE,VAL-DE-MARNE,94080,VINCENNES,48.8473732045,2.43798650741
1386,ILE-DE-FRANCE,VAL-DE-MARNE,94080,VINCENNES,48.8473732045,2.43798650741
1387,,,94080,,,
1388,,,94080,,,
1389,,,94080,,,
1390,,,94080,,,
1644,,,94080,,,
1391,ILE-DE-FRANCE,VAL-DE-MARNE,94081,VITRY SUR SEINE,48.7882828307,2.39412680533
1392,ILE-DE-FRANCE,VAL-DE-MARNE,94081,VITRY SUR SEINE,48.7882828307,2.39412680533
1393,ILE-DE-FRANCE,VAL-DE-MARNE,94081,VITRY SUR SEINE,48.7882828307,2.39412680533
1394,,,94081,,,
1395,,,94081,,,
1396,,,94081,,,
1397,,,94081,,,
1645,,,94081,,,
1398,ILE-DE-FRANCE,VAL-D'OISE,95428,MONTMORENCY,48.9918643363,2.32119797848
1399,ILE-DE-FRANCE,VAL-D'OISE,95428,MONTMORENCY,48.9918643363,2.32119797848
1400,ILE-DE-FRANCE,VAL-D'OISE,95428,MONTMORENCY,48.9918643363,2.32119797848
1401,,,95428,,,
1402,,,95428,,,
1403,,,95428,,,
1404,,,95428,,,
1646,,,95428,,,
