,Region,Department,Commune_Code_INSEE,City,latitude,longitude
465,GRAND-EST,MEURTHE-ET-MOSELLE,54395,NANCY,48.6901995499,6.17588254434
466,GRAND-EST,MEURTHE-ET-MOSELLE,54395,NANCY,48.6901995499,6.17588254434
467,GRAND-EST,MEURTHE-ET-MOSELLE,54395,NANCY,48.6901995499,6.17588254434
468,,,54395,,,
469,,,54395,,,
470,,,54395,,,
471,,,54395,,,
1511,,,54395,,,
472,BRETAGNE,MORBIHAN,56260,VANNES,47.6597493766,-2.75714329498
473,BRETAGNE,MORBIHAN,56260,VANNES,47.6597493766,-2.75714329498
474,BRETAGNE,MORBIHAN,56260,VANNES,47.6597493766,-2.75714329498
475,,,56260,,,
476,,,56260,,,
477,,,56260,,,
478,,,56260,,,
1512,,,56260,,,
479,GRAND-EST,MOSELLE,57463,METZ,49.1081133279,6.1955245421
480,GRAND-EST,MOSELLE,57463,METZ,49.1081133279,6.1955245421
481,GRAND-EST,MOSELLE,57463,METZ,49.1081133279,6.1955245421
482,,,57463,,,
483,,,57463,,,
484,,,57463,,,
485,,,57463,,,
1513,,,57463,,,
486,GRAND-EST,MOSELLE,57672,THIONVILLE,49.3759716201,6.12928314217
487,GRAND-EST,MOSELLE,57672,THIONVILLE,49.3759716201,6.12928314217
488,GRAND-EST,MOSELLE,57672,THIONVILLE,49.3759716201,6.12928314217
489,,,57672,,,
490,,,57672,,,
491,,,57672,,,
492,,,57672,,,
1514,,,57672,,,
493,LES-HAUTS-DE-FRANCE,NORD,59009,VILLENEUVE D'ASCQ,50.6324372393,3.1535257221
494,LES-HAUTS-DE-FRANCE,NORD,59009,VILLENEUVE D'ASCQ,50.6324372393,3.1535257221
495,LES-HAUTS-DE-FRANCE,NORD,59009,VILLENEUVE D'ASCQ,50.6324372393,3.1535257221
496,,,59009,,,
497,,,59009,,,
498,,,59009,,,
499,,,59009,,,
1515,,,59009,,,
500,LES-HAUTS-DE-FRANCE,NORD,59163,CROIX,50.6740689994,3.15464041723
501,LES-HAUTS-DE-FRANCE,NORD,59163,CROIX,50.6740689994,3.15464041723
502,LES-HAUTS-DE-FRANCE,NORD,59163,CROIX,50.6740689994,3.15464041723
503,,,59163,,,
504,,,59163,,,
505,,,59163,,,
506,,,59163,,,
1516,,,59163,,,
507,LES-HAUTS-DE-FRANCE,NORD,59183,DUNKERQUE,51.0307229078,2.33752414095
508,LES-HAUTS-DE-FRANCE,NORD,59183,DUNKERQUE,51.0307229078,2.33752414095
509,LES-HAUTS-DE-FRANCE,NORD,59183,DUNKERQUE,51.0307229078,2.33752414095
510,,,59183,,,
511,,,59183,,,
512,,,59183,,,
513,,,59183,,,
1517,,,59183,,,
514,LES-HAUTS-DE-FRANCE,NORD,59328,LAMBERSART,50.6522053005,3.02491174276
515,LES-HAUTS-DE-FRANCE,NORD,59328,LAMBERSART,50.6522053005,3.02491174276
516,LES-HAUTS-DE-FRANCE,NORD,59328,LAMBERSART,50.6522053005,3.02491174276
517,,,59328,,,
518,,,59328,,,
519,,,59328,,,
520,,,59328,,,
1518,,,59328,,,
521,LES-HAUTS-DE-FRANCE,NORD,59350,LILLE,50.6317183168,3.04783272312
522,LES-HAUTS-DE-FRANCE,NORD,59350,LILLE,50.6317183168,3.04783272312
523,LES-HAUTS-DE-FRANCE,NORD,59350,LILLE,50.6317183168,3.04783272312
524,,,59350,,,
525,,,59350,,,
526,,,59350,,,
527,,,59350,,,
1519,,,59350,,,
528,LES-HAUTS-DE-FRANCE,NORD,59368,LA MADELEINE,50.6548883138,3.06963722507
529,LES-HAUTS-DE-FRANCE,NORD,59368,LA MADELEINE,50.6548883138,3.06963722507
530,LES-HAUTS-DE-FRANCE,NORD,59368,LA MADELEINE,50.6548883138,3.06963722507
531,,,59368,,,
532,,,59368,,,
533,,,59368,,,
534,,,59368,,,
1520,,,59368,,,
535,LES-HAUTS-DE-FRANCE,NORD,59378,MARCQ EN BAROEUL,50.6753348557,3.10093583816
536,LES-HAUTS-DE-FRANCE,NORD,59378,MARCQ EN BAROEUL,50.6753348557,3.10093583816
537,LES-HAUTS-DE-FRANCE,NORD,59378,MARCQ EN BAROEUL,50.6753348557,3.10093583816
538,,,59378,,,
539,,,59378,,,
540,,,59378,,,
541,,,59378,,,
1521,,,59378,,,
542,LES-HAUTS-DE-FRANCE,NORD,59646,WASQUEHAL,50.6750984751,3.12858017096
543,LES-HAUTS-DE-FRANCE,NORD,59646,WASQUEHAL,50.6750984751,3.12858017096
544,LES-HAUTS-DE-FRANCE,NORD,59646,WASQUEHAL,50.6750984751,3.12858017096
545,,,59646,,,
546,,,59646,,,
547,,,59646,,,
548,,,59646,,,
1522,,,59646,,,
549,LES-HAUTS-DE-FRANCE,OISE,60057,BEAUVAIS,49.4365523321,2.08616123661
550,LES-HAUTS-DE-FRANCE,OISE,60057,BEAUVAIS,49.4365523321,2.08616123661
551,LES-HAUTS-DE-FRANCE,OISE,60057,BEAUVAIS,49.4365523321,2.08616123661
552,,,60057,,,
553,,,60057,,,
554,,,60057,,,
555,,,60057,,,
1523,,,60057,,,
556,LES-HAUTS-DE-FRANCE,OISE,60159,COMPIEGNE,49.3990601478,2.85317249363
557,LES-HAUTS-DE-FRANCE,OISE,60159,COMPIEGNE,49.3990601478,2.85317249363
558,LES-HAUTS-DE-FRANCE,OISE,60159,COMPIEGNE,49.3990601478,2.85317249363
559,,,60159,,,
560,,,60159,,,
561,,,60159,,,
562,,,60159,,,
1524,,,60159,,,
563,LES-HAUTS-DE-FRANCE,PAS-DE-CALAIS,62041,ARRAS,50.2898964997,2.76587316711
564,LES-HAUTS-DE-FRANCE,PAS-DE-CALAIS,62041,ARRAS,50.2898964997,2.76587316711
565,,,62041,,,
566,,,62041,,,
567,,,62041,,,
568,,,62041,,,
1525,,,62041,,,
569,AUVERGNE-RHONE-ALPES,PUY-DE-DOME,63113,CLERMONT-FERRAND,45.7856492991,3.11554542903
570,AUVERGNE-RHONE-ALPES,PUY-DE-DOME,63113,CLERMONT-FERRAND,45.7856492991,3.11554542903
571,AUVERGNE-RHONE-ALPES,PUY-DE-DOME,63113,CLERMONT-FERRAND,45.7856492991,3.11554542903
572,,,63113,,,
573,,,63113,,,
574,,,63113,,,
575,,,63113,,,
1526,,,63113,,,
576,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64024,ANGLET,43.4917846595,-1.51623373371
577,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64024,ANGLET,43.4917846595,-1.51623373371
578,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64024,ANGLET,43.4917846595,-1.51623373371
579,,,64024,,,
580,,,64024,,,
581,,,64024,,,
582,,,64024,,,
1527,,,64024,,,
583,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64102,BAYONNE,43.4922254016,-1.46607674358
584,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64102,BAYONNE,43.4922254016,-1.46607674358
585,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64102,BAYONNE,43.4922254016,-1.46607674358
586,,,64102,,,
587,,,64102,,,
588,,,64102,,,
589,,,64102,,,
1528,,,64102,,,
590,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64122,BIARRITZ,43.4695847227,-1.55309857519
591,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64122,BIARRITZ,43.4695847227,-1.55309857519
592,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64122,BIARRITZ,43.4695847227,-1.55309857519
593,,,64122,,,
594,,,64122,,,
595,,,64122,,,
596,,,64122,,,
1529,,,64122,,,
597,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64445,PAU,43.3200189773,-0.350337918181
598,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64445,PAU,43.3200189773,-0.350337918181
599,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64445,PAU,43.3200189773,-0.350337918181
600,,,64445,,,
601,,,64445,,,
602,,,64445,,,
603,,,64445,,,
1530,,,64445,,,
604,OCCITANIE,PYRENEES-ORIENTALES,66136,PERPIGNAN,42.6965954131,2.89936953979
605,OCCITANIE,PYRENEES-ORIENTALES,66136,PERPIGNAN,42.6965954131,2.89936953979
606,OCCITANIE,PYRENEES-ORIENTALES,66136,PERPIGNAN,42.6965954131,2.89936953979
607,,,66136,,,
608,,,66136,,,
609,,,66136,,,
610,,,66136,,,
1531,,,66136,,,
611,GRAND-EST,BAS-RHIN,67482,STRASBOURG,48.5712679849,7.76752679517
612,GRAND-EST,BAS-RHIN,67482,STRASBOURG,48.5712679849,7.76752679517
613,GRAND-EST,BAS-RHIN,67482,STRASBOURG,48.5712679849,7.76752679517
614,,,67482,,,
615,,,67482,,,
616,,,67482,,,
617,,,67482,,,
1532,,,67482,,,
618,GRAND-EST,HAUT-RHIN,68066,COLMAR,48.1099405789,7.38468690323
619,GRAND-EST,HAUT-RHIN,68066,COLMAR,48.1099405789,7.38468690323
620,GRAND-EST,HAUT-RHIN,68066,COLMAR,48.1099405789,7.38468690323
621,,,68066,,,
622,,,68066,,,
623,,,68066,,,
624,,,68066,,,
1533,,,68066,,,
625,GRAND-EST,HAUT-RHIN,68224,MULHOUSE,47.749163303,7.32570047509
626,GRAND-EST,HAUT-RHIN,68224,MULHOUSE,47.749163303,7.32570047509
627,GRAND-EST,HAUT-RHIN,68224,MULHOUSE,47.749163303,7.32570047509
628,,,68224,,,
629,,,68224,,,
630,,,68224,,,
631,,,68224,,,
1534,,,68224,,,
632,AUVERGNE-RHONE-ALPES,RHONE,69029,BRON,45.7344856902,4.91168159471
633,AUVERGNE-RHONE-ALPES,RHONE,69029,BRON,45.7344856902,4.91168159471
634,AUVERGNE-RHONE-ALPES,RHONE,69029,BRON,45.7344856902,4.91168159471
635,,,69029,,,
636,,,69029,,,
637,,,69029,,,
638,,,69029,,,
1535,,,69029,,,
639,AUVERGNE-RHONE-ALPES,RHONE,69034,CALUIRE ET CUIRE,45.7974053648,4.85124857101
640,AUVERGNE-RHONE-ALPES,RHONE,69034,CALUIRE ET CUIRE,45.7974053648,4.85124857101
641,AUVERGNE-RHONE-ALPES,RHONE,69034,CALUIRE ET CUIRE,45.7974053648,4.85124857101
642,,,69034,,,
643,,,69034,,,
644,,,69034,,,
645,,,69034,,,
1536,,,69034,,,
646,AUVERGNE-RHONE-ALPES,RHONE,69202,STE FOY LES LYON,45.7359781395,4.79343173908
647,AUVERGNE-RHONE-ALPES,RHONE,69202,STE FOY LES LYON,45.7359781395,4.79343173908
648,AUVERGNE-RHONE-ALPES,RHONE,69202,STE FOY LES LYON,45.7359781395,4.79343173908
649,,,69202,,,
650,,,69202,,,
651,,,69202,,,
652,,,69202,,,
1537,,,69202,,,
653,AUVERGNE-RHONE-ALPES,RHONE,69204,SAINT-GENIS-LAVAL,45.6936777293,4.78919028453
654,AUVERGNE-RHONE-ALPES,RHONE,69204,SAINT-GENIS-LAVAL,45.6936777293,4.78919028453
655,AUVERGNE-RHONE-ALPES,RHONE,69204,SAINT-GENIS-LAVAL,45.6936777293,4.78919028453
656,,,69204,,,
657,,,69204,,,
658,,,69204,,,
659,,,69204,,,
1538,,,69204,,,
660,AUVERGNE-RHONE-ALPES,RHONE,69244,TASSIN-LA-DEMI-LUNE,45.7628681769,4.75540595543
661,AUVERGNE-RHONE-ALPES,RHONE,69244,TASSIN-LA-DEMI-LUNE,45.7628681769,4.75540595543
662,AUVERGNE-RHONE-ALPES,RHONE,69244,TASSIN-LA-DEMI-LUNE,45.7628681769,4.75540595543
663,,,69244,,,
664,,,69244,,,
665,,,69244,,,
666,,,69244,,,
1539,,,69244,,,
667,AUVERGNE-RHONE-ALPES,RHONE,69266,VILLEURBANNE,45.7707704179,4.88845817426
668,AUVERGNE-RHONE-ALPES,RHONE,69266,VILLEURBANNE,45.7707704179,4.88845817426
669,AUVERGNE-RHONE-ALPES,RHONE,69266,VILLEURBANNE,45.7707704179,4.88845817426
670,,,69266,,,
671,,,69266,,,
672,,,69266,,,
673,,,69266,,,
1540,,,69266,,,
674,PAYS DE LA LOIRE,SARTHE,72181,LE MANS,47.9885256718,0.200030493539
675,PAYS DE LA LOIRE,SARTHE,72181,LE MANS,47.9885256718,0.200030493539
676,PAYS DE LA LOIRE,SARTHE,72181,LE MANS,47.9885256718,0.200030493539
677,,,72181,,,
678,,,72181,,,
679,,,72181,,,
680,,,72181,,,
1541,,,72181,,,
681,AUVERGNE-RHONE-ALPES,SAVOIE,73008,AIX-LES-BAINS,45.6978541675,5.90388626955
682,AUVERGNE-RHONE-ALPES,SAVOIE,73008,AIX-LES-BAINS,45.6978541675,5.90388626955
683,AUVERGNE-RHONE-ALPES,SAVOIE,73008,AIX-LES-BAINS,45.6978541675,5.90388626955
684,,,73008,,,
685,,,73008,,,
686,,,73008,,,
687,,,73008,,,
1542,,,73008,,,
688,AUVERGNE-RHONE-ALPES,SAVOIE,73065,CHAMBERY,45.583182552,5.90903392417
689,AUVERGNE-RHONE-ALPES,SAVOIE,73065,CHAMBERY,45.583182552,5.90903392417
690,AUVERGNE-RHONE-ALPES,SAVOIE,73065,CHAMBERY,45.583182552,5.90903392417
691,,,73065,,,
692,,,73065,,,
693,,,73065,,,
694,,,73065,,,
1543,,,73065,,,
695,AUVERGNE-RHONE-ALPES,HAUTE-SAVOIE,74010,ANNECY,45.8906432566,6.12551773598
696,AUVERGNE-RHONE-ALPES,HAUTE-SAVOIE,74010,ANNECY,45.8906432566,6.12551773598
697,AUVERGNE-RHONE-ALPES,HAUTE-SAVOIE,74010,ANNECY,45.8906432566,6.12551773598
698,,,74010,,,
699,,,74010,,,
700,,,74010,,,
701,,,74010,,,
1544,,,74010,,,
702,AUVERGNE-RHONE-ALPES,HAUTE-SAVOIE,74281,THONON-LES-BAINS,46.3704258049,6.48194336071
703,AUVERGNE-RHONE-ALPES,HAUTE-SAVOIE,74281,THONON-LES-BAINS,46.3704258049,6.48194336071
704,AUVERGNE-RHONE-ALPES,HAUTE-SAVOIE,74281,THONON-LES-BAINS,46.3704258049,6.48194336071
705,,,74281,,,
706,,,74281,,,
707,,,74281,,,
708,,,74281,,,
1545,,,74281,,,
709,ILE-DE-FRANCE,PARIS,75101,PARIS 1er,48.8626304852,2.33629344655
710,ILE-DE-FRANCE,PARIS,75101,Paris 1er,48.8626304852,2.33629344655
711,ILE-DE-FRANCE,PARIS,75101,PARIS 1er,48.8626304852,2.33629344655
712,,,75101,,,
713,,,75101,,,
714,,,75101,,,
715,,,75101,,,
1546,,,75101,,,
716,ILE-DE-FRANCE,PARIS,75102,PARIS 2e,48.8679033789,2.34410716666
717,ILE-DE-FRANCE,PARIS,75102,Paris 2e,48.8679033789,2.34410716666
718,ILE-DE-FRANCE,PARIS,75102,PARIS 2e,48.8679033789,2.34410716666
719,,,75102,,,
720,,,75102,,,
721,,,75102,,,
722,,,75102,,,
1547,,,75102,,,
723,ILE-DE-FRANCE,PARIS,75103,PARIS 3e,48.8630541318,2.35936105897
724,ILE-DE-FRANCE,PARIS,75103,Paris 3e,48.8630541318,2.35936105897
725,ILE-DE-FRANCE,PARIS,75103,PARIS 3e,48.8630541318,2.35936105897
726,,,75103,,,
727,,,75103,,,
728,,,75103,,,
729,,,75103,,,
1548,,,75103,,,
730,ILE-DE-FRANCE,PARIS,75104,PARIS 4e,48.854228282,2.35736193814
731,ILE-DE-FRANCE,PARIS,75104,Paris 4e,48.854228282,2.35736193814
732,ILE-DE-FRANCE,PARIS,75104,PARIS 4e,48.854228282,2.35736193814
733,,,75104,,,
734,,,75104,,,
735,,,75104,,,
736,,,75104,,,
1549,,,75104,,,
737,ILE-DE-FRANCE,PARIS,75105,PARIS 5e,48.8445086596,2.34985938556
738,ILE-DE-FRANCE,PARIS,75105,Paris 5e,48.8445086596,2.34985938556
739,ILE-DE-FRANCE,PARIS,75105,PARIS 5e,48.8445086596,2.34985938556
740,,,75105,,,
741,,,75105,,,
742,,,75105,,,
743,,,75105,,,
1550,,,75105,,,
744,ILE-DE-FRANCE,PARIS,75106,PARIS 6e,48.8489680919,2.33267089859
745,ILE-DE-FRANCE,PARIS,75106,Paris 6e,48.8489680919,2.33267089859
746,ILE-DE-FRANCE,PARIS,75106,PARIS 6e,48.8489680919,2.33267089859
747,,,75106,,,
748,,,75106,,,
749,,,75106,,,
750,,,75106,,,
1551,,,75106,,,
751,ILE-DE-FRANCE,PARIS,75107,PARIS 7e,48.8560825982,2.31243868773
752,ILE-DE-FRANCE,PARIS,75107,Paris 7e,48.8560825982,2.31243868773
753,ILE-DE-FRANCE,PARIS,75107,PARIS 7e,48.8560825982,2.31243868773
754,,,75107,,,
755,,,75107,,,
756,,,75107,,,
757,,,75107,,,
1552,,,75107,,,
758,ILE-DE-FRANCE,PARIS,75108,PARIS 8e,48.8725272666,2.31258256042
759,ILE-DE-FRANCE,PARIS,75108,Paris 8e,48.8725272666,2.31258256042
760,ILE-DE-FRANCE,PARIS,75108,PARIS 8e,48.8725272666,2.31258256042
761,,,75108,,,
762,,,75108,,,
763,,,75108,,,
764,,,75108,,,
1553,,,75108,,,
765,ILE-DE-FRANCE,PARIS,75109,PARIS 9e,48.8768961624,2.33746024139
766,ILE-DE-FRANCE,PARIS,75109,Paris 9e,48.8768961624,2.33746024139
767,ILE-DE-FRANCE,PARIS,75109,PARIS 9e,48.8768961624,2.33746024139
768,,,75109,,,
769,,,75109,,,
770,,,75109,,,
771,,,75109,,,
1554,,,75109,,,
772,ILE-DE-FRANCE,PARIS,75110,PARIS 10e,48.8760285569,2.36111290456
773,ILE-DE-FRANCE,PARIS,75110,Paris 10e,48.8760285569,2.36111290456
774,ILE-DE-FRANCE,PARIS,75110,PARIS 10e,48.8760285569,2.36111290456
775,,,75110,,,
776,,,75110,,,
777,,,75110,,,
778,,,75110,,,
1555,,,75110,,,
779,ILE-DE-FRANCE,PARIS,75111,PARIS 11e,48.8594154976,2.37874106024
780,ILE-DE-FRANCE,PARIS,75111,Paris 11e,48.8594154976,2.37874106024
781,ILE-DE-FRANCE,PARIS,75111,PARIS 11e,48.8594154976,2.37874106024
782,,,75111,,,
783,,,75111,,,
784,,,75111,,,
785,,,75111,,,
1556,,,75111,,,
786,ILE-DE-FRANCE,PARIS,75112,PARIS 12e,48.8351562307,2.41980703497
787,ILE-DE-FRANCE,PARIS,75112,Paris 12e,48.8351562307,2.41980703497
788,ILE-DE-FRANCE,PARIS,75112,PARIS 12e,48.8351562307,2.41980703497
789,,,75112,,,
790,,,75112,,,
791,,,75112,,,
792,,,75112,,,
1557,,,75112,,,
793,ILE-DE-FRANCE,PARIS,75113,PARIS 13e,48.8287176845,2.36246822852
794,ILE-DE-FRANCE,PARIS,75113,Paris 13e,48.8287176845,2.36246822852
795,ILE-DE-FRANCE,PARIS,75113,PARIS 13e,48.8287176845,2.36246822852
796,,,75113,,,
797,,,75113,,,
798,,,75113,,,
799,,,75113,,,
1558,,,75113,,,
800,ILE-DE-FRANCE,PARIS,75114,PARIS 14e,48.8289932116,2.32710088326
801,ILE-DE-FRANCE,PARIS,75114,Paris 14e,48.8289932116,2.32710088326
802,ILE-DE-FRANCE,PARIS,75114,PARIS 14e,48.8289932116,2.32710088326
803,,,75114,,,
804,,,75114,,,
805,,,75114,,,
806,,,75114,,,
1559,,,75114,,,
807,ILE-DE-FRANCE,PARIS,75115,PARIS 15e,48.8401554186,2.29355937244
808,ILE-DE-FRANCE,PARIS,75115,Paris 15e,48.8401554186,2.29355937244
809,ILE-DE-FRANCE,PARIS,75115,PARIS 15e,48.8401554186,2.29355937244
810,,,75115,,,
811,,,75115,,,
812,,,75115,,,
813,,,75115,,,
1560,,,75115,,,
814,ILE-DE-FRANCE,PARIS,75116,PARIS 16e,48.8603987604,2.2620995594
815,ILE-DE-FRANCE,PARIS,75116,Paris 16e,48.8603987604,2.2620995594
816,ILE-DE-FRANCE,PARIS,75116,PARIS 16e,48.8603987604,2.2620995594
817,,,75116,,,
818,,,75116,,,
819,,,75116,,,
820,,,75116,,,
1561,,,75116,,,
821,ILE-DE-FRANCE,PARIS,75117,PARIS 17e,48.8873371665,2.30748555949
822,ILE-DE-FRANCE,PARIS,75117,Paris 17e,48.8873371665,2.30748555949
823,ILE-DE-FRANCE,PARIS,75117,PARIS 17e,48.8873371665,2.30748555949
824,,,75117,,,
825,,,75117,,,
826,,,75117,,,
827,,,75117,,,
1562,,,75117,,,
828,ILE-DE-FRANCE,PARIS,75118,PARIS 18e,48.8927350746,2.34871193387
829,ILE-DE-FRANCE,PARIS,75118,Paris 18e,48.8927350746,2.34871193387
830,ILE-DE-FRANCE,PARIS,75118,PARIS 18e,48.8927350746,2.34871193387
831,,,75118,,,
832,,,75118,,,
833,,,75118,,,
834,,,75118,,,
1563,,,75118,,,
835,ILE-DE-FRANCE,PARIS,75119,PARIS 18e,48.886868623,2.38469432787
836,ILE-DE-FRANCE,PARIS,75119,Paris 19e,48.886868623,2.38469432787
837,ILE-DE-FRANCE,PARIS,75119,PARIS 19e,48.886868623,2.38469432787
838,,,75119,,,
839,,,75119,,,
840,,,75119,,,
841,,,75119,,,
1564,,,75119,,,
842,ILE-DE-FRANCE,PARIS,75120,PARIS 20e,48.8631867774,2.40081982673
843,ILE-DE-FRANCE,PARIS,75120,Paris 20e,48.8631867774,2.40081982673
844,ILE-DE-FRANCE,PARIS,75120,PARIS 20e,48.8631867774,2.40081982673
845,,,75120,,,
846,,,75120,,,
847,,,75120,,,
848,,,75120,,,
1565,,,75120,,,
849,NORMANDIE,SEINE-MARITIME,76351,LE HAVRE,49.498452502,0.140153719153
850,NORMANDIE,SEINE-MARITIME,76351,LE HAVRE,49.498452502,0.140153719153
851,NORMANDIE,SEINE-MARITIME,76351,LE HAVRE,49.498452502,0.140153719153
852,,,76351,,,
853,,,76351,,,
854,,,76351,,,
855,,,76351,,,
1566,,,76351,,,
856,NORMANDIE,SEINE-MARITIME,76540,ROUEN,49.4413460103,1.09256784278
857,NORMANDIE,SEINE-MARITIME,76540,ROUEN,49.4413460103,1.09256784278
858,NORMANDIE,SEINE-MARITIME,76540,ROUEN,49.4413460103,1.09256784278
859,,,76540,,,
860,,,76540,,,
861,,,76540,,,
862,,,76540,,,
1567,,,76540,,,
863,ILE-DE-FRANCE,SEINE-ET-MARNE,77284,MEAUX,48.9570625667,2.90003097245
864,ILE-DE-FRANCE,SEINE-ET-MARNE,77284,MEAUX,48.9570625667,2.90003097245
865,ILE-DE-FRANCE,SEINE-ET-MARNE,77284,MEAUX,48.9570625667,2.90003097245
866,,,77284,,,
867,,,77284,,,
868,,,77284,,,
869,,,77284,,,
1568,,,77284,,,
870,ILE-DE-FRANCE,YVELINES,78126,LA CELLE-SAINT-CLOUD,48.8469487124,2.13519126228
871,ILE-DE-FRANCE,YVELINES,78126,LA CELLE-SAINT-CLOUD,48.8469487124,2.13519126228
872,ILE-DE-FRANCE,YVELINES,78126,LA CELLE-SAINT-CLOUD,48.8469487124,2.13519126228
873,,,78126,,,
874,,,78126,,,
875,,,78126,,,
876,,,78126,,,
1569,,,78126,,,
877,ILE-DE-FRANCE,YVELINES,78146,CHATOU,48.8965574645,2.15393458329
878,ILE-DE-FRANCE,YVELINES,78146,CHATOU,48.8965574645,2.15393458329
879,ILE-DE-FRANCE,YVELINES,78146,CHATOU,48.8965574645,2.15393458329
880,,,78146,,,
881,,,78146,,,
882,,,78146,,,
883,,,78146,,,
1570,,,78146,,,
884,ILE-DE-FRANCE,YVELINES,78158,LE CHESNAY-ROCQUENCOURT,48.8272397742,2.13014908209
885,ILE-DE-FRANCE,YVELINES,78158,LE CHESNAY-ROCQUENCOURT,48.8272397742,2.13014908209
886,ILE-DE-FRANCE,YVELINES,78158,LE CHESNAY-ROCQUENCOURT,48.8272397742,2.13014908209
887,,,78158,,,
888,,,78158,,,
889,,,78158,,,
890,,,78158,,,
1571,,,78158,,,
891,ILE-DE-FRANCE,YVELINES,78358,MAISONS-LAFFITTE,48.9523369002,2.15161594901
892,ILE-DE-FRANCE,YVELINES,78358,MAISONS-LAFFITTE,48.9523369002,2.15161594901
893,ILE-DE-FRANCE,YVELINES,78358,MAISONS-LAFFITTE,48.9523369002,2.15161594901
894,,,78358,,,
895,,,78358,,,
896,,,78358,,,
897,,,78358,,,
1572,,,78358,,,
898,ILE-DE-FRANCE,YVELINES,78517,RAMBOUILLET,48.6539051954,1.82652871851
899,ILE-DE-FRANCE,YVELINES,78517,RAMBOUILLET,48.6539051954,1.82652871851
900,ILE-DE-FRANCE,YVELINES,78517,RAMBOUILLET,48.6539051954,1.82652871851
901,,,78517,,,
902,,,78517,,,
903,,,78517,,,
904,,,78517,,,
1573,,,78517,,,
905,ILE-DE-FRANCE,YVELINES,78551,SAINT-GERMAIN-EN-LAYE,48.9407041394,2.09870929375
906,ILE-DE-FRANCE,YVELINES,78551,SAINT-GERMAIN-EN-LAYE,48.9407041394,2.09870929375
907,ILE-DE-FRANCE,YVELINES,78551,SAINT-GERMAIN-EN-LAYE,48.9407041394,2.09870929375
908,,,78551,,,
909,,,78551,,,
910,,,78551,,,
911,,,78551,,,
1574,,,78551,,,
912,ILE-DE-FRANCE,YVELINES,78646,VERSAILLES,48.8025669671,2.11789297191
913,ILE-DE-FRANCE,YVELINES,78646,VERSAILLES,48.8025669671,2.11789297191
914,ILE-DE-FRANCE,YVELINES,78646,VERSAILLES,48.8025669671,2.11789297191
915,,,78646,,,
916,,,78646,,,
917,,,78646,,,
918,,,78646,,,
1575,,,78646,,,
919,NOUVELLE-AQUITAINE,DEUX-SEVRES,79191,NIORT,46.328260242,-0.465353019369
920,NOUVELLE-AQUITAINE,DEUX-SEVRES,79191,NIORT,46.328260242,-0.465353019369
921,NOUVELLE-AQUITAINE,DEUX-SEVRES,79191,NIORT,46.328260242,-0.465353019369
922,,,79191,,,
923,,,79191,,,
924,,,79191,,,
925,,,79191,,,
1576,,,79191,,,
926,LES-HAUTS-DE-FRANCE,SOMME,80021,AMIENS,49.9009532186,2.29007445539
927,LES-HAUTS-DE-FRANCE,SOMME,80021,AMIENS,49.9009532186,2.29007445539
928,LES-HAUTS-DE-FRANCE,SOMME,80021,AMIENS,49.9009532186,2.29007445539
929,,,80021,,,
930,,,80021,,,
931,,,80021,,,
932,,,80021,,,
1577,,,80021,,,
933,OCCITANIE,TARN,81004,ALBI,43.9258213622,2.14686328555
934,OCCITANIE,TARN,81004,ALBI,43.9258213622,2.14686328555
935,OCCITANIE,TARN,81004,ALBI,43.9258213622,2.14686328555
936,,,81004,,,
937,,,81004,,,
938,,,81004,,,
939,,,81004,,,
1578,,,81004,,,
940,OCCITANIE,TARN-ET-GARONNE,82121,MONTAUBAN,44.0222594578,1.36408636501
941,OCCITANIE,TARN-ET-GARONNE,82121,MONTAUBAN,44.0222594578,1.36408636501
942,OCCITANIE,TARN-ET-GARONNE,82121,MONTAUBAN,44.0222594578,1.36408636501
943,,,82121,,,
944,,,82121,,,
945,,,82121,,,
946,,,82121,,,
1579,,,82121,,,
947,PROVENCE-ALPES-COTE D'AZUR,VAR,83050,DRAGUIGNAN,43.5357513285,6.45436569191
948,PROVENCE-ALPES-COTE D'AZUR,VAR,83050,DRAGUIGNAN,43.5357513285,6.45436569191
949,PROVENCE-ALPES-COTE D'AZUR,VAR,83050,DRAGUIGNAN,43.5357513285,6.45436569191
950,,,83050,,,
951,,,83050,,,
952,,,83050,,,
953,,,83050,,,
1580,,,83050,,,
954,PROVENCE-ALPES-COTE D'AZUR,VAR,83061,FREJUS,43.4719558114,6.76361597424
955,PROVENCE-ALPES-COTE D'AZUR,VAR,83061,FREJUS,43.4719558114,6.76361597424
