,Region,Department,Commune_Code_INSEE,City,Number_of_Taxpayers,Average_Assets_in_Euro,Average_Tax_in_Euro,Source_File,Year,latitude,longitude,total_tax_per_city
329,ILE-DE-FRANCE,YVELINES,78146,CHATOU,242.0,2093601.0,7388.0,ificom-2021.xlsx,2021.0,48.8965574645,2.15393458329,1787896.0
330,ILE-DE-FRANCE,YVELINES,78158,LE CHESNAY-ROCQUENCOURT,355.0,2140067.0,7867.0,ificom-2021.xlsx,2021.0,48.8272397742,2.13014908209,2792785.0
331,ILE-DE-FRANCE,YVELINES,78358,MAISONS-LAFFITTE,257.0,2136473.0,8198.0,ificom-2021.xlsx,2021.0,48.9523369002,2.15161594901,2106886.0
332,ILE-DE-FRANCE,YVELINES,78517,RAMBOUILLET,82.0,2108517.0,7890.0,ificom-2021.xlsx,2021.0,48.6539051954,1.82652871851,646980.0
333,ILE-DE-FRANCE,YVELINES,78551,SAINT-GERMAIN-EN-LAYE,651.0,2213228.0,8133.0,ificom-2021.xlsx,2021.0,48.9407041394,2.09870929375,5294583.0
334,ILE-DE-FRANCE,YVELINES,78646,VERSAILLES,1366.0,2294023.0,9001.0,ificom-2021.xlsx,2021.0,48.8025669671,2.11789297191,12295366.0
335,NOUVELLE-AQUITAINE,DEUX-SEVRES,79191,NIORT,54.0,2211150.0,9419.0,ificom-2021.xlsx,2021.0,46.328260242,-0.465353019369,508626.0
336,LES-HAUTS-DE-FRANCE,SOMME,80021,AMIENS,167.0,2154557.0,8469.0,ificom-2021.xlsx,2021.0,49.9009532186,2.29007445539,1414323.0
337,OCCITANIE,TARN,81004,ALBI,65.0,2024403.0,7282.0,ificom-2021.xlsx,2021.0,43.9258213622,2.14686328555,473330.0
338,OCCITANIE,TARN-ET-GARONNE,82121,MONTAUBAN,77.0,1976514.0,7066.0,ificom-2021.xlsx,2021.0,44.0222594578,1.36408636501,544082.0
339,PROVENCE-ALPES-COTE D'AZUR,VAR,83050,DRAGUIGNAN,70.0,2053548.0,8133.0,ificom-2021.xlsx,2021.0,43.5357513285,6.45436569191,569310.0
340,PROVENCE-ALPES-COTE D'AZUR,VAR,83061,FREJUS,138.0,1993351.0,7522.0,ificom-2021.xlsx,2021.0,43.4719558114,6.76361597424,1038036.0
341,PROVENCE-ALPES-COTE D'AZUR,VAR,83069,HYERES,237.0,2117763.0,7902.0,ificom-2021.xlsx,2021.0,43.1018713534,6.18898508469,1872774.0
342,PROVENCE-ALPES-COTE D'AZUR,VAR,83118,SAINT-RAPHAEL,325.0,2178550.0,8901.0,ificom-2021.xlsx,2021.0,43.4574625431,6.84734210398,2892825.0
343,PROVENCE-ALPES-COTE D'AZUR,VAR,83126,LA SEYNE SUR MER,61.0,1858217.0,6738.0,ificom-2021.xlsx,2021.0,43.0880294967,5.87089841754,411018.0
344,PROVENCE-ALPES-COTE D'AZUR,VAR,83129,SIX-FOURS-LES-PLAGES,120.0,2086954.0,7992.0,ificom-2021.xlsx,2021.0,43.086818602,5.82924464931,959040.0
345,PROVENCE-ALPES-COTE D'AZUR,VAR,83137,TOULON,249.0,2165575.0,8717.0,ificom-2021.xlsx,2021.0,43.1361589728,5.93239634249,2170533.0
346,PROVENCE-ALPES-COTE D'AZUR,VAUCLUSE,84007,AVIGNON,97.0,1994180.0,7039.0,ificom-2021.xlsx,2021.0,43.9352448339,4.84071572505,682783.0
347,PROVENCE-ALPES-COTE D'AZUR,VAUCLUSE,84031,CARPENTRAS,53.0,2027157.0,7295.0,ificom-2021.xlsx,2021.0,44.0593802565,5.06134844776,386635.0
348,PAYS DE LA LOIRE,VENDEE,85194,LES SABLES D'OLONNE,151.0,2188586.0,9142.0,ificom-2021.xlsx,2021.0,46.5007612799,-1.79255128677,1380442.0
349,NOUVELLE-AQUITAINE,VIENNE,86194,POITIERS,99.0,1987967.0,7268.0,ificom-2021.xlsx,2021.0,46.5839207726,0.359947653003,719532.0
350,NOUVELLE-AQUITAINE,HAUTE-VIENNE,87085,LIMOGES,138.0,2373323.0,11236.0,ificom-2021.xlsx,2021.0,45.8542549589,1.2487579024,1550568.0
351,ILE-DE-FRANCE,ESSONNE,91114,BRUNOY,59.0,2349602.0,11331.0,ificom-2021.xlsx,2021.0,48.6964396294,2.50394753271,668529.0
352,ILE-DE-FRANCE,ESSONNE,91272,GIF SUR YVETTE,105.0,2076096.0,7609.0,ificom-2021.xlsx,2021.0,48.6988273634,2.12788365005,798945.0
353,ILE-DE-FRANCE,ESSONNE,91421,MONTGERON,58.0,2314293.0,10561.0,ificom-2021.xlsx,2021.0,48.6951531801,2.46249881778,612538.0
354,ILE-DE-FRANCE,ESSONNE,91477,PALAISEAU,65.0,2930254.0,10310.0,ificom-2021.xlsx,2021.0,48.7146765876,2.22881488083,670150.0
355,ILE-DE-FRANCE,HAUTS-DE-SEINE,92002,ANTONY,289.0,2005014.0,7384.0,ificom-2021.xlsx,2021.0,48.7503412602,2.2993268102,2133976.0
356,ILE-DE-FRANCE,HAUTS-DE-SEINE,92004,ASNIERES,347.0,2237275.0,8847.0,ificom-2021.xlsx,2021.0,48.9153530123,2.2880384663,3069909.0
357,ILE-DE-FRANCE,HAUTS-DE-SEINE,92009,BOIS-COLOMBES,152.0,2026579.0,7022.0,ificom-2021.xlsx,2021.0,48.9153368426,2.26738552597,1067344.0
358,ILE-DE-FRANCE,HAUTS-DE-SEINE,92012,BOULOGNE BILLANCOURT,1995.0,2298803.0,9235.0,ificom-2021.xlsx,2021.0,48.8365843138,2.23913599058,18423825.0
359,ILE-DE-FRANCE,HAUTS-DE-SEINE,92014,BOURG LA REINE,181.0,2295596.0,9400.0,ificom-2021.xlsx,2021.0,48.7799073627,2.31643010763,1701400.0
360,ILE-DE-FRANCE,HAUTS-DE-SEINE,92019,CHATENAY MALABRY,114.0,2125800.0,8491.0,ificom-2021.xlsx,2021.0,48.7681690197,2.26282598525,967974.0
361,ILE-DE-FRANCE,HAUTS-DE-SEINE,92020,CHATILLON,99.0,2212116.0,9699.0,ificom-2021.xlsx,2021.0,48.8034091756,2.28799131883,960201.0
362,ILE-DE-FRANCE,HAUTS-DE-SEINE,92022,CHAVILLE,118.0,1956542.0,6861.0,ificom-2021.xlsx,2021.0,48.8076083562,2.19234061062,809598.0
363,ILE-DE-FRANCE,HAUTS-DE-SEINE,92023,CLAMART,294.0,2069916.0,7547.0,ificom-2021.xlsx,2021.0,48.7964306792,2.25474652922,2218818.0
364,ILE-DE-FRANCE,HAUTS-DE-SEINE,92024,CLICHY,59.0,2274025.0,9329.0,ificom-2021.xlsx,2021.0,48.9035359139,2.30575230452,550411.0
365,ILE-DE-FRANCE,HAUTS-DE-SEINE,92025,COLOMBES,229.0,2045460.0,7322.0,ificom-2021.xlsx,2021.0,48.9225179147,2.24675160629,1676738.0
366,ILE-DE-FRANCE,HAUTS-DE-SEINE,92026,COURBEVOIE,418.0,2076787.0,7699.0,ificom-2021.xlsx,2021.0,48.8984504771,2.25570587289,3218182.0
367,ILE-DE-FRANCE,HAUTS-DE-SEINE,92032,FONTENAY AUX ROSES,89.0,2033532.0,7491.0,ificom-2021.xlsx,2021.0,48.7897301312,2.28723493557,666699.0
368,ILE-DE-FRANCE,HAUTS-DE-SEINE,92035,LA GARENNE COLOMBES,178.0,2181441.0,8796.0,ificom-2021.xlsx,2021.0,48.9067577111,2.24464604084,1565688.0
369,ILE-DE-FRANCE,HAUTS-DE-SEINE,92040,ISSY LES MOULINEAUX,449.0,2058724.0,7522.0,ificom-2021.xlsx,2021.0,48.82347434,2.26449823277,3377378.0
370,ILE-DE-FRANCE,HAUTS-DE-SEINE,92044,LEVALLOIS-PERRET,674.0,2337482.0,9485.0,ificom-2021.xlsx,2021.0,48.895071672,2.28688268127,6392890.0
371,ILE-DE-FRANCE,HAUTS-DE-SEINE,92046,MALAKOFF,80.0,2330760.0,9330.0,ificom-2021.xlsx,2021.0,48.8169695977,2.29693599517,746400.0
372,ILE-DE-FRANCE,HAUTS-DE-SEINE,92048,MEUDON,412.0,2105975.0,7404.0,ificom-2021.xlsx,2021.0,48.8037275796,2.22696287829,3050448.0
373,ILE-DE-FRANCE,HAUTS-DE-SEINE,92049,MONTROUGE,221.0,2166077.0,9359.0,ificom-2021.xlsx,2021.0,48.8153032159,2.31648921432,2068339.0
374,ILE-DE-FRANCE,HAUTS-DE-SEINE,92050,NANTERRE,100.0,2084585.0,8144.0,ificom-2021.xlsx,2021.0,48.8960701282,2.20671346353,814400.0
375,ILE-DE-FRANCE,HAUTS-DE-SEINE,92051,NEUILLY SUR SEINE,3713.0,2863305.0,13507.0,ificom-2021.xlsx,2021.0,48.8853719688,2.26642584746,50151491.0
376,ILE-DE-FRANCE,HAUTS-DE-SEINE,92060,LE PLESSIS ROBINSON,71.0,2219919.0,8732.0,ificom-2021.xlsx,2021.0,48.7804383642,2.26064286011,619972.0
377,ILE-DE-FRANCE,HAUTS-DE-SEINE,92062,PUTEAUX,143.0,2128067.0,8470.0,ificom-2021.xlsx,2021.0,48.8837094969,2.23834178314,1211210.0
378,ILE-DE-FRANCE,HAUTS-DE-SEINE,92063,RUEIL MALMAISON,734.0,2193654.0,8267.0,ificom-2021.xlsx,2021.0,48.8691897371,2.1773406315,6067978.0
379,ILE-DE-FRANCE,HAUTS-DE-SEINE,92064,SAINT CLOUD,659.0,2414712.0,10438.0,ificom-2021.xlsx,2021.0,48.8428741034,2.20864570316,6878642.0
380,ILE-DE-FRANCE,HAUTS-DE-SEINE,92072,SEVRES,298.0,2068322.0,7585.0,ificom-2021.xlsx,2021.0,48.821476509,2.21052297438,2260330.0
381,ILE-DE-FRANCE,HAUTS-DE-SEINE,92073,SURESNES,290.0,2057632.0,7451.0,ificom-2021.xlsx,2021.0,48.8698479132,2.21965517625,2160790.0
382,ILE-DE-FRANCE,HAUTS-DE-SEINE,92075,VANVES,153.0,2070197.0,7700.0,ificom-2021.xlsx,2021.0,48.8215227089,2.28739490768,1178100.0
383,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93005,AULNAY SOUS BOIS,53.0,2137777.0,8586.0,ificom-2021.xlsx,2021.0,48.9458384367,2.49329041687,455058.0
384,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93045,LES LILAS,53.0,1939892.0,6790.0,ificom-2021.xlsx,2021.0,48.8819208939,2.419667821,359870.0
385,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93048,MONTREUIL SOUS BOIS,115.0,2006194.0,7331.0,ificom-2021.xlsx,2021.0,48.8633175054,2.44816211857,843065.0
386,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93051,NOISY LE GRAND,60.0,2322390.0,10276.0,ificom-2021.xlsx,2021.0,48.8361825401,2.56443736814,616560.0
387,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93077,VILLEMOMBLE,53.0,2305022.0,9791.0,ificom-2021.xlsx,2021.0,48.8848370021,2.50893406035,518923.0
388,ILE-DE-FRANCE,VAL-DE-MARNE,94016,CACHAN,60.0,2015517.0,7102.0,ificom-2021.xlsx,2021.0,48.7916121646,2.33153313164,426120.0
389,ILE-DE-FRANCE,VAL-DE-MARNE,94017,CHAMPIGNY SUR MARNE,70.0,2128889.0,8654.0,ificom-2021.xlsx,2021.0,48.817254364,2.51709815257,605780.0
390,ILE-DE-FRANCE,VAL-DE-MARNE,94018,CHARENTON LE PONT,228.0,2152178.0,8343.0,ificom-2021.xlsx,2021.0,48.8228084978,2.40760915477,1902204.0
391,ILE-DE-FRANCE,VAL-DE-MARNE,94028,CRETEIL,73.0,2051952.0,7768.0,ificom-2021.xlsx,2021.0,48.7837401836,2.45463530415,567064.0
392,ILE-DE-FRANCE,VAL-DE-MARNE,94033,FONTENAY SOUS BOIS,275.0,2350111.0,9238.0,ificom-2021.xlsx,2021.0,48.8511046382,2.47395409774,2540450.0
393,ILE-DE-FRANCE,VAL-DE-MARNE,94038,L'HAY LES ROSES,61.0,1966281.0,7305.0,ificom-2021.xlsx,2021.0,48.7763207843,2.33772915609,445605.0
394,ILE-DE-FRANCE,VAL-DE-MARNE,94046,MAISONS-ALFORT,126.0,2146757.0,8447.0,ificom-2021.xlsx,2021.0,48.8063923267,2.43818248906,1064322.0
395,ILE-DE-FRANCE,VAL-DE-MARNE,94052,NOGENT SUR MARNE,313.0,2945152.0,9252.0,ificom-2021.xlsx,2021.0,48.8366634713,2.48166741533,2895876.0
396,ILE-DE-FRANCE,VAL-DE-MARNE,94058,LE PERREUX SUR MARNE,195.0,2162983.0,8636.0,ificom-2021.xlsx,2021.0,48.8423952383,2.50406848573,1684020.0
397,ILE-DE-FRANCE,VAL-DE-MARNE,94067,SAINT MANDE,436.0,2466345.0,11091.0,ificom-2021.xlsx,2021.0,48.842440243,2.4192191088,4835676.0
398,ILE-DE-FRANCE,VAL-DE-MARNE,94068,SAINT MAUR DES FOSSES,744.0,2226866.0,9098.0,ificom-2021.xlsx,2021.0,48.7990677797,2.49386450452,6768912.0
399,ILE-DE-FRANCE,VAL-DE-MARNE,94071,SUCY EN BRIE,66.0,2030079.0,7283.0,ificom-2021.xlsx,2021.0,48.7656456593,2.5330560803,480678.0
400,ILE-DE-FRANCE,VAL-DE-MARNE,94080,VINCENNES,470.0,2151686.0,8030.0,ificom-2021.xlsx,2021.0,48.8473732045,2.43798650741,3774100.0
401,ILE-DE-FRANCE,VAL-DE-MARNE,94081,VITRY SUR SEINE,51.0,2111767.0,8756.0,ificom-2021.xlsx,2021.0,48.7882828307,2.39412680533,446556.0
402,ILE-DE-FRANCE,VAL-D'OISE,95428,MONTMORENCY,122.0,2405212.0,10699.0,ificom-2021.xlsx,2021.0,48.9918643363,2.32119797848,1305278.0
403,ILE-DE-FRANCE,VAL-D'OISE,95555,ST GRATIEN,52.0,2101699.0,8347.0,ificom-2021.xlsx,2021.0,48.9689724948,2.28518003438,434044.0
404,LA REUNION,LA REUNION,97411,SAINT DENIS,292.0,2488467.0,11464.0,ificom-2021.xlsx,2021.0,-20.9329708192,55.446867167,3347488.0
405,LA REUNION,LA REUNION,97415,SAINT PAUL,186.0,2207109.0,9516.0,ificom-2021.xlsx,2021.0,-21.0445317522,55.3223334298,1769976.0
406,LA REUNION,LA REUNION,97416,SAINT PIERRE,115.0,2437165.0,11334.0,ificom-2021.xlsx,2021.0,-21.3123242427,55.4936155164,1303410.0
407,LA REUNION,LA REUNION,97422,TAMPON,100.0,2115447.0,8301.0,ificom-2021.xlsx,2021.0,-21.223274585,55.5584875266,830100.0
408,AUVERGNE-RHONE-ALPES,DROME,26362,VALENCE,61.0,2405157.0,9202.0,ificom-2020.xlsx,2020.0,44.9229811667,4.91444013136,561322.0
409,AUVERGNE-RHONE-ALPES,HAUTE-SAVOIE,74010,ANNECY,507.0,2005704.9999999998,7509.0,ificom-2020.xlsx,2020.0,45.8906432566,6.12551773598,3807063.0
410,AUVERGNE-RHONE-ALPES,HAUTE-SAVOIE,74281,THONON-LES-BAINS,90.0,2140392.0,8866.0,ificom-2020.xlsx,2020.0,46.3704258049,6.48194336071,797940.0
411,AUVERGNE-RHONE-ALPES,ISERE,38185,GRENOBLE,172.0,2157148.0,8816.0,ificom-2020.xlsx,2020.0,45.1821215167,5.72133051752,1516352.0
412,AUVERGNE-RHONE-ALPES,LOIRE,42218,SAINT ETIENNE,78.0,1888188.0,6107.0,ificom-2020.xlsx,2020.0,45.4301235512,4.37913997076,476346.0
413,AUVERGNE-RHONE-ALPES,PUY-DE-DOME,63113,CLERMONT-FERRAND,114.0,1955280.0,6836.0,ificom-2020.xlsx,2020.0,45.7856492991,3.11554542903,779304.0
414,AUVERGNE-RHONE-ALPES,RHONE,69029,BRON,63.0,1977913.0,7230.0,ificom-2020.xlsx,2020.0,45.7344856902,4.91168159471,455490.0
415,AUVERGNE-RHONE-ALPES,RHONE,69034,CALUIRE ET CUIRE,214.0,2267262.0,9309.0,ificom-2020.xlsx,2020.0,45.7974053648,4.85124857101,1992126.0
416,AUVERGNE-RHONE-ALPES,RHONE,69202,STE FOY LES LYON,170.0,2285840.0,9486.0,ificom-2020.xlsx,2020.0,45.7359781395,4.79343173908,1612620.0
417,AUVERGNE-RHONE-ALPES,RHONE,69204,SAINT-GENIS-LAVAL,63.0,2131247.0,7620.0,ificom-2020.xlsx,2020.0,45.6936777293,4.78919028453,480060.0
418,AUVERGNE-RHONE-ALPES,RHONE,69244,TASSIN-LA-DEMI-LUNE,108.0,2151524.0,7976.0,ificom-2020.xlsx,2020.0,45.7628681769,4.75540595543,861408.0
419,AUVERGNE-RHONE-ALPES,RHONE,69266,VILLEURBANNE,89.0,2047425.0,7667.0,ificom-2020.xlsx,2020.0,45.7707704179,4.88845817426,682363.0
420,AUVERGNE-RHONE-ALPES,SAVOIE,73008,AIX-LES-BAINS,67.0,2052633.0000000002,7639.0,ificom-2020.xlsx,2020.0,45.6978541675,5.90388626955,511813.0
421,AUVERGNE-RHONE-ALPES,SAVOIE,73065,CHAMBERY,110.0,2084616.0,8125.0,ificom-2020.xlsx,2020.0,45.583182552,5.90903392417,893750.0
422,BOURGOGNE-FRANCHE-COMTE,COTE-D'OR,21231,DIJON,176.0,2189934.0,8714.0,ificom-2020.xlsx,2020.0,47.3229437965,5.03788805877,1533664.0
423,BOURGOGNE-FRANCHE-COMTE,DOUBS,25056,BESANCON,94.0,2038635.0000000002,7353.0,ificom-2020.xlsx,2020.0,47.2553872249,6.01948696494,691182.0
424,BRETAGNE,FINISTERE,29019,BREST,80.0,2413798.0,10697.0,ificom-2020.xlsx,2020.0,48.4004997828,-4.5027907853,855760.0
425,BRETAGNE,ILLE-ET-VILAINE,35238,RENNES,514.0,2437244.0,11005.0,ificom-2020.xlsx,2020.0,48.1119791219,-1.68186449144,5656570.0
426,BRETAGNE,ILLE-ET-VILAINE,35288,SAINT MALO,175.0,2206337.0,9449.0,ificom-2020.xlsx,2020.0,48.6400443482,-1.98060627256,1653575.0
427,BRETAGNE,MORBIHAN,56260,VANNES,145.0,2038408.0,7929.0,ificom-2020.xlsx,2020.0,47.6597493766,-2.75714329498,1149705.0
428,CENTRE-VAL DE LOIRE,EURE-ET-LOIR,28085,CHARTRES,84.0,2381736.0,10929.0,ificom-2020.xlsx,2020.0,48.4471464884,1.50570610616,918036.0
429,CENTRE-VAL DE LOIRE,INDRE-ET-LOIRE,37261,TOURS,181.0,2106683.0,8074.999999999999,ificom-2020.xlsx,2020.0,47.3986382281,0.696526376417,1461574.9999999998
430,CENTRE-VAL DE LOIRE,LOIRET,45234,ORLEANS,141.0,2347640.0,9885.0,ificom-2020.xlsx,2020.0,47.8828634214,1.91610357477,1393785.0
431,CORSE,CORSE-DU-SUD,2A004,AJACCIO,162.0,2465626.0,11599.0,ificom-2020.xlsx,2020.0,41.9347926638,8.70132275974,1879038.0
432,CORSE,HAUTE-CORSE,2B033,BASTIA,61.0,2240652.0,9871.0,ificom-2020.xlsx,2020.0,42.6864768806,9.42502133338,602131.0
433,GRAND-EST,BAS-RHIN,67482,STRASBOURG,655.0,2399379.0,10165.0,ificom-2020.xlsx,2020.0,48.5712679849,7.76752679517,6658075.0
434,GRAND-EST,HAUT-RHIN,68066,COLMAR,90.0,2502878.0,11356.0,ificom-2020.xlsx,2020.0,48.1099405789,7.38468690323,1022040.0
435,GRAND-EST,HAUT-RHIN,68224,MULHOUSE,81.0,2249483.0,9727.0,ificom-2020.xlsx,2020.0,47.749163303,7.32570047509,787887.0
436,GRAND-EST,MARNE,51454,REIMS,254.0,2083609.0,7917.0,ificom-2020.xlsx,2020.0,49.2514906066,4.0402302322,2010918.0
437,GRAND-EST,MEURTHE-ET-MOSELLE,54395,NANCY,187.0,2374111.0,11623.0,ificom-2020.xlsx,2020.0,48.6901995499,6.17588254434,2173501.0
438,GRAND-EST,MOSELLE,57463,METZ,129.0,2175512.0,8769.0,ificom-2020.xlsx,2020.0,49.1081133279,6.1955245421,1131201.0
439,GRAND-EST,MOSELLE,57672,THIONVILLE,60.0,2020480.0,7745.0,ificom-2020.xlsx,2020.0,49.3759716201,6.12928314217,464700.0
440,ILE-DE-FRANCE,ESSONNE,91114,BRUNOY,59.0,2148390.0,8575.0,ificom-2020.xlsx,2020.0,48.6964396294,2.50394753271,505925.0
441,ILE-DE-FRANCE,ESSONNE,91272,GIF SUR YVETTE,100.0,2064804.0,7524.0,ificom-2020.xlsx,2020.0,48.6988273634,2.12788365005,752400.0
442,ILE-DE-FRANCE,ESSONNE,91477,PALAISEAU,55.0,3043483.0,11759.0,ificom-2020.xlsx,2020.0,48.7146765876,2.22881488083,646745.0
443,ILE-DE-FRANCE,HAUTS-DE-SEINE,92002,ANTONY,257.0,2015587.0,7526.0,ificom-2020.xlsx,2020.0,48.7503412602,2.2993268102,1934182.0
444,ILE-DE-FRANCE,HAUTS-DE-SEINE,92004,ASNIERES,331.0,2210552.0,8982.0,ificom-2020.xlsx,2020.0,48.9153530123,2.2880384663,2973042.0
445,ILE-DE-FRANCE,HAUTS-DE-SEINE,92009,BOIS-COLOMBES,133.0,2024495.0,6943.0,ificom-2020.xlsx,2020.0,48.9153368426,2.26738552597,923419.0
446,ILE-DE-FRANCE,HAUTS-DE-SEINE,92012,BOULOGNE BILLANCOURT,1846.0,2261528.0,9127.0,ificom-2020.xlsx,2020.0,48.8365843138,2.23913599058,16848442.0
447,ILE-DE-FRANCE,HAUTS-DE-SEINE,92014,BOURG LA REINE,162.0,2314252.0,9868.0,ificom-2020.xlsx,2020.0,48.7799073627,2.31643010763,1598616.0
448,ILE-DE-FRANCE,HAUTS-DE-SEINE,92019,CHATENAY MALABRY,110.0,2081024.0000000002,8022.0,ificom-2020.xlsx,2020.0,48.7681690197,2.26282598525,882420.0
449,ILE-DE-FRANCE,HAUTS-DE-SEINE,92020,CHATILLON,92.0,2161120.0,9204.0,ificom-2020.xlsx,2020.0,48.8034091756,2.28799131883,846768.0
450,ILE-DE-FRANCE,HAUTS-DE-SEINE,92022,CHAVILLE,112.0,1937919.0,6799.0,ificom-2020.xlsx,2020.0,48.8076083562,2.19234061062,761488.0
451,ILE-DE-FRANCE,HAUTS-DE-SEINE,92023,CLAMART,261.0,2049135.0000000002,7312.0,ificom-2020.xlsx,2020.0,48.7964306792,2.25474652922,1908432.0
452,ILE-DE-FRANCE,HAUTS-DE-SEINE,92025,COLOMBES,192.0,2046990.9999999998,7268.0,ificom-2020.xlsx,2020.0,48.9225179147,2.24675160629,1395456.0
453,ILE-DE-FRANCE,HAUTS-DE-SEINE,92026,COURBEVOIE,377.0,2043659.0,7496.0,ificom-2020.xlsx,2020.0,48.8984504771,2.25570587289,2825992.0
454,ILE-DE-FRANCE,HAUTS-DE-SEINE,92032,FONTENAY AUX ROSES,77.0,2019588.0000000002,7443.0,ificom-2020.xlsx,2020.0,48.7897301312,2.28723493557,573111.0
455,ILE-DE-FRANCE,HAUTS-DE-SEINE,92035,LA GARENNE COLOMBES,165.0,2197033.0,9272.0,ificom-2020.xlsx,2020.0,48.9067577111,2.24464604084,1529880.0
456,ILE-DE-FRANCE,HAUTS-DE-SEINE,92040,ISSY LES MOULINEAUX,380.0,2035225.0,7379.0,ificom-2020.xlsx,2020.0,48.82347434,2.26449823277,2804020.0
457,ILE-DE-FRANCE,HAUTS-DE-SEINE,92044,LEVALLOIS-PERRET,633.0,2316840.0,9453.0,ificom-2020.xlsx,2020.0,48.895071672,2.28688268127,5983749.0
458,ILE-DE-FRANCE,HAUTS-DE-SEINE,92046,MALAKOFF,67.0,2263465.0,8779.0,ificom-2020.xlsx,2020.0,48.8169695977,2.29693599517,588193.0
459,ILE-DE-FRANCE,HAUTS-DE-SEINE,92048,MEUDON,379.0,2118038.0,7706.0,ificom-2020.xlsx,2020.0,48.8037275796,2.22696287829,2920574.0
460,ILE-DE-FRANCE,HAUTS-DE-SEINE,92049,MONTROUGE,198.0,2143076.0,9341.0,ificom-2020.xlsx,2020.0,48.8153032159,2.31648921432,1849518.0
461,ILE-DE-FRANCE,HAUTS-DE-SEINE,92050,NANTERRE,98.0,2119191.0,8468.0,ificom-2020.xlsx,2020.0,48.8960701282,2.20671346353,829864.0
462,ILE-DE-FRANCE,HAUTS-DE-SEINE,92051,NEUILLY SUR SEINE,3566.0,2871078.0,14225.0,ificom-2020.xlsx,2020.0,48.8853719688,2.26642584746,50726350.0
463,ILE-DE-FRANCE,HAUTS-DE-SEINE,92060,LE PLESSIS ROBINSON,70.0,2154687.0,7935.0,ificom-2020.xlsx,2020.0,48.7804383642,2.26064286011,555450.0
464,ILE-DE-FRANCE,HAUTS-DE-SEINE,92062,PUTEAUX,134.0,2121506.0,8477.0,ificom-2020.xlsx,2020.0,48.8837094969,2.23834178314,1135918.0
465,ILE-DE-FRANCE,HAUTS-DE-SEINE,92063,RUEIL MALMAISON,666.0,2145313.0,7956.0,ificom-2020.xlsx,2020.0,48.8691897371,2.1773406315,5298696.0
466,ILE-DE-FRANCE,HAUTS-DE-SEINE,92064,SAINT CLOUD,625.0,2421389.0,10363.0,ificom-2020.xlsx,2020.0,48.8428741034,2.20864570316,6476875.0
467,ILE-DE-FRANCE,HAUTS-DE-SEINE,92072,SEVRES,261.0,2091828.0,7787.0,ificom-2020.xlsx,2020.0,48.821476509,2.21052297438,2032407.0
468,ILE-DE-FRANCE,HAUTS-DE-SEINE,92073,SURESNES,262.0,2034503.0,7113.0,ificom-2020.xlsx,2020.0,48.8698479132,2.21965517625,1863606.0
469,ILE-DE-FRANCE,HAUTS-DE-SEINE,92075,VANVES,148.0,2025535.9999999998,7491.0,ificom-2020.xlsx,2020.0,48.8215227089,2.28739490768,1108668.0
470,ILE-DE-FRANCE,PARIS,75101,PARIS 1er,539.0,2805955.0,13503.0,ificom-2020.xlsx,2020.0,48.8626304852,2.33629344655,7278117.0
471,ILE-DE-FRANCE,PARIS,75102,PARIS 2e,310.0,2393482.0,10928.0,ificom-2020.xlsx,2020.0,48.8679033789,2.34410716666,3387680.0
472,ILE-DE-FRANCE,PARIS,75103,PARIS 3e,778.0,2552963.0,12493.0,ificom-2020.xlsx,2020.0,48.8630541318,2.35936105897,9719554.0
473,ILE-DE-FRANCE,PARIS,75104,PARIS 4e,872.0,2757815.0,13092.0,ificom-2020.xlsx,2020.0,48.854228282,2.35736193814,11416224.0
474,ILE-DE-FRANCE,PARIS,75105,PARIS 5e,1663.0,2450633.0,10562.0,ificom-2020.xlsx,2020.0,48.8445086596,2.34985938556,17564606.0
475,ILE-DE-FRANCE,PARIS,75106,PARIS 6e,2739.0,2884566.0,14491.0,ificom-2020.xlsx,2020.0,48.8489680919,2.33267089859,39690849.0
476,ILE-DE-FRANCE,PARIS,75107,PARIS 7e,4166.0,3265347.0,17139.0,ificom-2020.xlsx,2020.0,48.8560825982,2.31243868773,71401074.0
477,ILE-DE-FRANCE,PARIS,75108,PARIS 8e,2169.0,2907868.0,14370.0,ificom-2020.xlsx,2020.0,48.8725272666,2.31258256042,31168530.0
478,ILE-DE-FRANCE,PARIS,75109,PARIS 9e,1183.0,2282679.0,9293.0,ificom-2020.xlsx,2020.0,48.8768961624,2.33746024139,10993619.0
479,ILE-DE-FRANCE,PARIS,75110,PARIS 10e,593.0,2143113.0,8192.0,ificom-2020.xlsx,2020.0,48.8760285569,2.36111290456,4857856.0
480,ILE-DE-FRANCE,PARIS,75111,PARIS 11e,1085.0,2237693.0,8773.0,ificom-2020.xlsx,2020.0,48.8594154976,2.37874106024,9518705.0
481,ILE-DE-FRANCE,PARIS,75112,PARIS 12e,1161.0,2249229.0,8950.0,ificom-2020.xlsx,2020.0,48.8351562307,2.41980703497,10390950.0
482,ILE-DE-FRANCE,PARIS,75113,PARIS 13e,1006.0,2182279.0,8641.0,ificom-2020.xlsx,2020.0,48.8287176845,2.36246822852,8692846.0
